country,population,total_de_vacinados,primeira_dose,segunda_dose,dose_reforco,data
Brazil,210306411.0,480155680.0,188522820.0,174847760.0,122517026.0,2022-12-18
Brazil,210306411.0,480155680.0,188522820.0,174847760.0,122517026.0,2022-12-19
Brazil,210306411.0,480187170.0,188527200.0,174854220.0,122537709.0,2022-12-20
Brazil,210306411.0,480187170.0,188527200.0,174854220.0,122537709.0,2022-12-21
Brazil,210306411.0,480215330.0,188531380.0,174859220.0,122556750.0,2022-12-22
Brazil,210306411.0,480216400.0,188531680.0,174859950.0,122556750.0,2022-12-23
Brazil,210306411.0,480272960.0,188540700.0,174869840.0,122594536.0,2022-12-24
Brazil,210306411.0,480288500.0,188543070.0,174872900.0,122604684.0,2022-12-25
Brazil,210306411.0,480291700.0,188543310.0,174873780.0,122606791.0,2022-12-26
Brazil,210306411.0,480310850.0,188549740.0,174881300.0,122616211.0,2022-12-27
Brazil,210306411.0,480310850.0,188549740.0,174881300.0,122616211.0,2022-12-28
Brazil,210306411.0,480331780.0,188552660.0,174886100.0,122629436.0,2022-12-29
Brazil,210306411.0,480332770.0,188553040.0,174886850.0,122629436.0,2022-12-30
Brazil,210306411.0,480333920.0,188553940.0,174887920.0,122629436.0,2022-12-31
Brazil,210306411.0,480333980.0,188553970.0,174887950.0,122629436.0,2023-01-01
Brazil,210306411.0,480333980.0,188553970.0,174887950.0,122629436.0,2023-01-02
Brazil,210306411.0,480415100.0,188564140.0,174905280.0,122683198.0,2023-01-03
Brazil,210306411.0,480430560.0,188566400.0,174908750.0,122692958.0,2023-01-04
Brazil,210306411.0,480430560.0,188566400.0,174908750.0,122692958.0,2023-01-05
Brazil,210306411.0,482245470.0,188808660.0,175264700.0,123914533.0,2023-01-06
Brazil,210306411.0,482292300.0,188815650.0,175274340.0,123944826.0,2023-01-07
Brazil,210306411.0,482318530.0,188819340.0,175279400.0,123962331.0,2023-01-08
Brazil,210306411.0,482318560.0,188819360.0,175279410.0,123962331.0,2023-01-09
Brazil,210306411.0,482319260.0,188819550.0,175279920.0,123962331.0,2023-01-10
Brazil,210306411.0,482330000.0,188820860.0,175284160.0,123968124.0,2023-01-11
Brazil,210306411.0,482331000.0,188821220.0,175284830.0,123968124.0,2023-01-12
Brazil,210306411.0,482331940.0,188821570.0,175285490.0,123968124.0,2023-01-13
Brazil,210306411.0,482332500.0,188821760.0,175285870.0,123968124.0,2023-01-14
Brazil,210306411.0,482332900.0,188821950.0,175286050.0,123968124.0,2023-01-15
Brazil,210306411.0,482332930.0,188821980.0,175286060.0,123968124.0,2023-01-16
Brazil,210306411.0,482568200.0,188943730.0,175319070.0,124055944.0,2023-01-17
Brazil,210306411.0,482569060.0,188944030.0,175319630.0,124055944.0,2023-01-18
Brazil,210306411.0,482577060.0,188944300.0,175320290.0,124063030.0,2023-01-19
Brazil,210306411.0,482577060.0,188944300.0,175320290.0,124063030.0,2023-01-20
Brazil,210306411.0,482653470.0,188953220.0,175337600.0,124113349.0,2023-01-21
Brazil,210306411.0,482653540.0,188953260.0,175337630.0,124113349.0,2023-01-22
Brazil,210306411.0,482653540.0,188953260.0,175337630.0,124113349.0,2023-01-23
Brazil,210306411.0,482660380.0,188953390.0,175344350.0,124113349.0,2023-01-24
Brazil,210306411.0,483479140.0,189041040.0,175494160.0,124696295.0,2023-01-25
Brazil,210306411.0,483511600.0,189044900.0,175503140.0,124716004.0,2023-01-26
Brazil,210306411.0,483584800.0,189046880.0,175510420.0,124780055.0,2023-01-27
Brazil,210306411.0,483585200.0,189047040.0,175510660.0,124780055.0,2023-01-28
Brazil,210306411.0,483585250.0,189047060.0,175510700.0,124780055.0,2023-01-29
Brazil,210306411.0,483585250.0,189047060.0,175510700.0,124780055.0,2023-01-30
Brazil,210306411.0,483587740.0,189047440.0,175512130.0,124780709.0,2023-01-31
Brazil,210306411.0,483587740.0,189047440.0,175512130.0,124780709.0,2023-02-01
Brazil,210306411.0,483637920.0,189052590.0,175525340.0,124812593.0,2023-02-02
Brazil,210306411.0,483959300.0,189086620.0,175607550.0,125019968.0,2023-02-03
Brazil,210306411.0,483961340.0,189086800.0,175608420.0,125021004.0,2023-02-04
Brazil,210306411.0,483962200.0,189087260.0,175608800.0,125021004.0,2023-02-05
Brazil,210306411.0,483962200.0,189087260.0,175608800.0,125021004.0,2023-02-06
Brazil,210306411.0,484032130.0,189096900.0,175625420.0,125065116.0,2023-02-07
Brazil,210306411.0,484035420.0,189097460.0,175627180.0,125066069.0,2023-02-08
Brazil,210306411.0,484035420.0,189097460.0,175627180.0,125066069.0,2023-02-09
Brazil,210306411.0,484035420.0,189097460.0,175627180.0,125066069.0,2023-02-10
Brazil,210306411.0,484302530.0,189146030.0,175693120.0,125219079.0,2023-02-11
Brazil,210306411.0,484302530.0,189146030.0,175693120.0,125219079.0,2023-02-12
Brazil,210306411.0,484384200.0,189162400.0,175709970.0,125267744.0,2023-02-13
Brazil,210306411.0,484388350.0,189162770.0,175711310.0,125270189.0,2023-02-14
Brazil,210306411.0,484437000.0,189170510.0,175719650.0,125302768.0,2023-02-15
Brazil,210306411.0,484442850.0,189170560.0,175721900.0,125306304.0,2023-02-16
Brazil,210306411.0,484445920.0,189171360.0,175722990.0,125307501.0,2023-02-17
Brazil,210306411.0,484445920.0,189171360.0,175722990.0,125307501.0,2023-02-18
Brazil,210306411.0,484446080.0,189171420.0,175723090.0,125307501.0,2023-02-19
Brazil,210306411.0,484446100.0,189171460.0,175723100.0,125307501.0,2023-02-20
Brazil,210306411.0,484988600.0,189314050.0,175827680.0,125604098.0,2023-02-21
Brazil,210306411.0,484988600.0,189314050.0,175827680.0,125604098.0,2023-02-22
Brazil,210306411.0,484988600.0,189314050.0,175827680.0,125604098.0,2023-02-23
Brazil,210306411.0,484995260.0,189314750.0,175829570.0,125608160.0,2023-02-24
Brazil,210306411.0,484995260.0,189314750.0,175829570.0,125608160.0,2023-02-25
Brazil,210306411.0,485006500.0,189315250.0,175832580.0,125615869.0,2023-02-26
Brazil,210306411.0,485006500.0,189315250.0,175832580.0,125615869.0,2023-02-27
Brazil,210306411.0,485188830.0,189377950.0,175879800.0,125688357.0,2023-02-28
Brazil,210306411.0,485188830.0,189377950.0,175879800.0,125688357.0,2023-03-01
Brazil,210306411.0,485219040.0,189385800.0,175886990.0,125703539.0,2023-03-02
Brazil,210306411.0,485247780.0,189393740.0,175893550.0,125717753.0,2023-03-03
Brazil,210306411.0,485257380.0,189394370.0,175895900.0,125724399.0,2023-03-04
Brazil,210306411.0,485257440.0,189394380.0,175895940.0,125724399.0,2023-03-05
Brazil,210306411.0,485257440.0,189394380.0,175895940.0,125724399.0,2023-03-06
Brazil,210306411.0,485268600.0,189394850.0,175899970.0,125731059.0,2023-03-07
Brazil,210306411.0,485279140.0,189395220.0,175904530.0,125736675.0,2023-03-08
Brazil,210306411.0,485279140.0,189395220.0,175904530.0,125736675.0,2023-03-09
