country,population,total_de_vacinados,primeira_dose,segunda_dose,dose_reforco,data,porcentagem_primeira_dose,porcentagem_segunda_dose,porcentagem_dose_reforco
Brazil,210306411.0,,,,,2021-01-16,,,
Brazil,210306411.0,112.0,112.0,0.0,0.0,2021-01-17,0.0,0.0,0.0
Brazil,210306411.0,1109.0,1109.0,0.0,0.0,2021-01-18,0.0,0.0,0.0
Brazil,210306411.0,13527.0,13527.0,0.0,0.0,2021-01-19,0.0001,0.0,0.0
Brazil,210306411.0,105824.0,105824.0,0.0,0.0,2021-01-20,0.0005,0.0,0.0
Brazil,210306411.0,193699.0,193699.0,0.0,0.0,2021-01-21,0.0009,0.0,0.0
Brazil,210306411.0,462269.0,462269.0,0.0,0.0,2021-01-22,0.0022,0.0,0.0
Brazil,210306411.0,573268.0,573268.0,0.0,0.0,2021-01-23,0.0027,0.0,0.0
Brazil,210306411.0,613954.0,613954.0,0.0,0.0,2021-01-24,0.0029,0.0,0.0
Brazil,210306411.0,801759.0,801759.0,0.0,0.0,2021-01-25,0.0038,0.0,0.0
Brazil,210306411.0,1045746.0,1045746.0,0.0,0.0,2021-01-26,0.005,0.0,0.0
Brazil,210306411.0,1327546.0,1327546.0,0.0,0.0,2021-01-27,0.0063,0.0,0.0
Brazil,210306411.0,1563098.0,1563098.0,0.0,0.0,2021-01-28,0.0074,0.0,0.0
Brazil,210306411.0,1923813.0,1923813.0,0.0,0.0,2021-01-29,0.0091,0.0,0.0
Brazil,210306411.0,2046523.0,2046523.0,0.0,0.0,2021-01-30,0.0097,0.0,0.0
Brazil,210306411.0,2084119.0,2084119.0,0.0,0.0,2021-01-31,0.0099,0.0,0.0
Brazil,210306411.0,2292551.0,2292551.0,0.0,0.0,2021-02-01,0.0109,0.0,0.0
Brazil,210306411.0,2521704.0,2521704.0,0.0,0.0,2021-02-02,0.012,0.0,0.0
Brazil,210306411.0,2802134.0,2802134.0,0.0,0.0,2021-02-03,0.0133,0.0,0.0
Brazil,210306411.0,3074906.0,3074906.0,0.0,0.0,2021-02-04,0.0146,0.0,0.0
Brazil,210306411.0,3401383.0,3399421.0,1962.0,0.0,2021-02-05,0.0162,0.0,0.0
Brazil,210306411.0,3553681.0,3534004.0,19677.0,0.0,2021-02-06,0.0168,0.0001,0.0
Brazil,210306411.0,3605538.0,3579850.0,25688.0,0.0,2021-02-07,0.017,0.0001,0.0
Brazil,210306411.0,3820207.0,3786591.0,33616.0,0.0,2021-02-08,0.018,0.0002,0.0
Brazil,210306411.0,4120332.0,4069677.0,50655.0,0.0,2021-02-09,0.0194,0.0002,0.0
Brazil,210306411.0,4406835.0,4326075.0,80760.0,0.0,2021-02-10,0.0206,0.0004,0.0
Brazil,210306411.0,4696136.0,4586270.0,109866.0,0.0,2021-02-11,0.0218,0.0005,0.0
Brazil,210306411.0,5125206.0,4946738.0,178468.0,0.0,2021-02-12,0.0235,0.0008,0.0
Brazil,210306411.0,5236943.0,5042713.0,194230.0,0.0,2021-02-13,0.024,0.0009,0.0
Brazil,210306411.0,5293979.0,5076110.0,217869.0,0.0,2021-02-14,0.0241,0.001,0.0
Brazil,210306411.0,5609937.0,5324317.0,285620.0,0.0,2021-02-15,0.0253,0.0014,0.0
Brazil,210306411.0,5883539.0,5326007.0,557532.0,0.0,2021-02-16,0.0253,0.0027,0.0
Brazil,210306411.0,6206680.0,5482925.0,723755.0,0.0,2021-02-17,0.0261,0.0034,0.0
Brazil,210306411.0,6535156.0,5640483.0,894673.0,0.0,2021-02-18,0.0268,0.0043,0.0
Brazil,210306411.0,6813168.0,5756361.0,1056807.0,0.0,2021-02-19,0.0274,0.005,0.0
Brazil,210306411.0,6950802.0,5817908.0,1132894.0,0.0,2021-02-20,0.0277,0.0054,0.0
Brazil,210306411.0,7028356.0,5857080.0,1171276.0,0.0,2021-02-21,0.0279,0.0056,0.0
Brazil,210306411.0,7297061.0,6002873.0,1294188.0,0.0,2021-02-22,0.0285,0.0062,0.0
Brazil,210306411.0,7551676.0,6116082.0,1435594.0,0.0,2021-02-23,0.0291,0.0068,0.0
Brazil,210306411.0,7799000.0,6202055.0,1596945.0,0.0,2021-02-24,0.0295,0.0076,0.0
Brazil,210306411.0,8101787.0,6346769.0,1755018.0,0.0,2021-02-25,0.0302,0.0083,0.0
Brazil,210306411.0,8322042.0,6437836.0,1884206.0,0.0,2021-02-26,0.0306,0.009,0.0
Brazil,210306411.0,8433568.0,6518628.0,1914940.0,0.0,2021-02-27,0.031,0.0091,0.0
Brazil,210306411.0,8465403.0,6542206.0,1923197.0,0.0,2021-02-28,0.0311,0.0091,0.0
Brazil,210306411.0,8841027.0,6806293.0,2034734.0,0.0,2021-03-01,0.0324,0.0097,0.0
Brazil,210306411.0,9277322.0,7114219.0,2163103.0,0.0,2021-03-02,0.0338,0.0103,0.0
Brazil,210306411.0,9739676.0,7417852.0,2321824.0,0.0,2021-03-03,0.0353,0.011,0.0
Brazil,210306411.0,10169160.0,7701146.0,2468014.0,0.0,2021-03-04,0.0366,0.0117,0.0
Brazil,210306411.0,10576542.0,7958939.0,2617603.0,0.0,2021-03-05,0.0378,0.0124,0.0
Brazil,210306411.0,10830688.0,8142004.0,2688684.0,0.0,2021-03-06,0.0387,0.0128,0.0
Brazil,210306411.0,10948409.0,8227671.0,2720738.0,0.0,2021-03-07,0.0391,0.0129,0.0
Brazil,210306411.0,11357494.0,8504966.0,2852528.0,0.0,2021-03-08,0.0404,0.0136,0.0
Brazil,210306411.0,11756131.0,8764547.0,2991584.0,0.0,2021-03-09,0.0417,0.0142,0.0
Brazil,210306411.0,12181103.0,9013293.0,3167810.0,0.0,2021-03-10,0.0429,0.0151,0.0
Brazil,210306411.0,12613179.0,9298511.0,3314668.0,0.0,2021-03-11,0.0442,0.0158,0.0
Brazil,210306411.0,13017720.0,9547655.0,3470065.0,0.0,2021-03-12,0.0454,0.0165,0.0
Brazil,210306411.0,13223729.0,9669967.0,3553762.0,0.0,2021-03-13,0.046,0.0169,0.0
Brazil,210306411.0,13286664.0,9718209.0,3568455.0,0.0,2021-03-14,0.0462,0.017,0.0
Brazil,210306411.0,13763573.0,10087787.0,3675786.0,0.0,2021-03-15,0.048,0.0175,0.0
Brazil,210306411.0,14198794.0,10402388.0,3796406.0,0.0,2021-03-16,0.0495,0.0181,0.0
Brazil,210306411.0,14648691.0,10725474.0,3923217.0,0.0,2021-03-17,0.051,0.0187,0.0
Brazil,210306411.0,15087602.0,11055747.0,4031855.0,0.0,2021-03-18,0.0526,0.0192,0.0
Brazil,210306411.0,15623349.0,11509501.0,4113848.0,0.0,2021-03-19,0.0547,0.0196,0.0
Brazil,210306411.0,15883688.0,11739832.0,4143856.0,0.0,2021-03-20,0.0558,0.0197,0.0
Brazil,210306411.0,15980363.0,11818482.0,4161881.0,0.0,2021-03-21,0.0562,0.0198,0.0
Brazil,210306411.0,16567102.0,12314847.0,4252255.0,0.0,2021-03-22,0.0586,0.0202,0.0
Brazil,210306411.0,17157632.0,12817812.0,4339819.0,0.0,2021-03-23,0.0609,0.0206,0.0
Brazil,210306411.0,17886780.0,13436373.0,4450408.0,0.0,2021-03-24,0.0639,0.0212,0.0
Brazil,210306411.0,18655344.0,14102934.0,4552411.0,0.0,2021-03-25,0.0671,0.0216,0.0
Brazil,210306411.0,19577786.0,14928869.0,4648917.0,0.0,2021-03-26,0.071,0.0221,0.0
Brazil,210306411.0,19962072.0,15282128.0,4679944.0,0.0,2021-03-27,0.0727,0.0223,0.0
Brazil,210306411.0,20216938.0,15513974.0,4702964.0,0.0,2021-03-28,0.0738,0.0224,0.0
Brazil,210306411.0,21160764.0,16335279.0,4825484.0,0.0,2021-03-29,0.0777,0.0229,0.0
Brazil,210306411.0,21950244.0,16995184.0,4955061.0,0.0,2021-03-30,0.0808,0.0236,0.0
Brazil,210306411.0,22839288.0,17745732.0,5093555.0,0.0,2021-03-31,0.0844,0.0242,0.0
Brazil,210306411.0,23880804.0,18639028.0,5241777.0,0.0,2021-04-01,0.0886,0.0249,0.0
Brazil,210306411.0,24181208.0,18900836.0,5280371.0,0.0,2021-04-02,0.0899,0.0251,0.0
Brazil,210306411.0,24575470.0,19222342.0,5353128.0,0.0,2021-04-03,0.0914,0.0255,0.0
Brazil,210306411.0,24910668.0,19510332.0,5400335.0,0.0,2021-04-04,0.0928,0.0257,0.0
Brazil,210306411.0,25658532.0,20056296.0,5602236.0,0.0,2021-04-05,0.0954,0.0266,0.0
Brazil,210306411.0,26736004.0,20850120.0,5885883.0,0.0,2021-04-06,0.0991,0.028,0.0
Brazil,210306411.0,27644080.0,21538484.0,6105595.0,0.0,2021-04-07,0.1024,0.029,0.0
Brazil,210306411.0,28653848.0,22246612.0,6407236.0,0.0,2021-04-08,0.1058,0.0305,0.0
Brazil,210306411.0,29544578.0,22693304.0,6851273.0,0.0,2021-04-09,0.1079,0.0326,0.0
Brazil,210306411.0,30084664.0,23097172.0,6987492.0,0.0,2021-04-10,0.1098,0.0332,0.0
Brazil,210306411.0,30356896.0,23300896.0,7056000.0,0.0,2021-04-11,0.1108,0.0336,0.0
Brazil,210306411.0,31316420.0,23910516.0,7405905.0,0.0,2021-04-12,0.1137,0.0352,0.0
Brazil,210306411.0,32217204.0,24473138.0,7744067.0,0.0,2021-04-13,0.1164,0.0368,0.0
Brazil,210306411.0,33148388.0,24996380.0,8152008.0,0.0,2021-04-14,0.1189,0.0388,0.0
Brazil,210306411.0,34050324.0,25478194.0,8572131.0,0.0,2021-04-15,0.1211,0.0408,0.0
Brazil,210306411.0,34993450.0,25810304.0,9183144.0,0.0,2021-04-16,0.1227,0.0437,0.0
Brazil,210306411.0,35603880.0,26085156.0,9518727.0,0.0,2021-04-17,0.124,0.0453,0.0
Brazil,210306411.0,35817144.0,26210282.0,9606862.0,0.0,2021-04-18,0.1246,0.0457,0.0
Brazil,210306411.0,36910480.0,26707228.0,10203252.0,0.0,2021-04-19,0.127,0.0485,0.0
Brazil,210306411.0,37909704.0,27184072.0,10725632.0,0.0,2021-04-20,0.1293,0.051,0.0
Brazil,210306411.0,38467750.0,27518052.0,10949701.0,0.0,2021-04-21,0.1308,0.0521,0.0
Brazil,210306411.0,39291064.0,27887014.0,11404050.0,0.0,2021-04-22,0.1326,0.0542,0.0
Brazil,210306411.0,41073104.0,28783904.0,12289199.0,0.0,2021-04-23,0.1369,0.0584,0.0
Brazil,210306411.0,41494940.0,28981002.0,12513937.0,0.0,2021-04-24,0.1378,0.0595,0.0
Brazil,210306411.0,41626750.0,29041496.0,12585256.0,0.0,2021-04-25,0.1381,0.0598,0.0
Brazil,210306411.0,42787200.0,29601948.0,13185252.0,0.0,2021-04-26,0.1408,0.0627,0.0
Brazil,210306411.0,44287510.0,30275924.0,14011587.0,0.0,2021-04-27,0.144,0.0666,0.0
Brazil,210306411.0,45379804.0,30748674.0,14631130.0,0.0,2021-04-28,0.1462,0.0696,0.0
Brazil,210306411.0,46426188.0,31243694.0,15182494.0,0.0,2021-04-29,0.1486,0.0722,0.0
Brazil,210306411.0,47399150.0,31696792.0,15702358.0,0.0,2021-04-30,0.1507,0.0747,0.0
Brazil,210306411.0,47663530.0,31830880.0,15832646.0,0.0,2021-05-01,0.1514,0.0753,0.0
Brazil,210306411.0,47755612.0,31884404.0,15871209.0,0.0,2021-05-02,0.1516,0.0755,0.0
Brazil,210306411.0,48643324.0,32345310.0,16298014.0,0.0,2021-05-03,0.1538,0.0775,0.0
Brazil,210306411.0,49626136.0,32896172.0,16729966.0,0.0,2021-05-04,0.1564,0.0796,0.0
Brazil,210306411.0,50576224.0,33490396.0,17085828.0,0.0,2021-05-05,0.1592,0.0812,0.0
Brazil,210306411.0,51624588.0,34271190.0,17353396.0,0.0,2021-05-06,0.163,0.0825,0.0
Brazil,210306411.0,52647816.0,35008550.0,17639264.0,0.0,2021-05-07,0.1665,0.0839,0.0
Brazil,210306411.0,52972460.0,35253388.0,17719072.0,0.0,2021-05-08,0.1676,0.0843,0.0
Brazil,210306411.0,53064124.0,35318056.0,17746066.0,0.0,2021-05-09,0.1679,0.0844,0.0
Brazil,210306411.0,54008864.0,35926220.0,18082644.0,0.0,2021-05-10,0.1708,0.086,0.0
Brazil,210306411.0,54912940.0,36523508.0,18389432.0,0.0,2021-05-11,0.1737,0.0874,0.0
Brazil,210306411.0,55907164.0,37233984.0,18673182.0,0.0,2021-05-12,0.177,0.0888,0.0
Brazil,210306411.0,56583960.0,37768492.0,18815472.0,0.0,2021-05-13,0.1796,0.0895,0.0
Brazil,210306411.0,57313640.0,38320508.0,18993136.0,0.0,2021-05-14,0.1822,0.0903,0.0
Brazil,210306411.0,57668650.0,38570630.0,19098016.0,0.0,2021-05-15,0.1834,0.0908,0.0
Brazil,210306411.0,57935280.0,38752710.0,19182566.0,0.0,2021-05-16,0.1843,0.0912,0.0
Brazil,210306411.0,58714630.0,39284276.0,19430356.0,0.0,2021-05-17,0.1868,0.0924,0.0
Brazil,210306411.0,59603624.0,39891920.0,19711704.0,0.0,2021-05-18,0.1897,0.0937,0.0
Brazil,210306411.0,60363336.0,40435630.0,19927702.0,0.0,2021-05-19,0.1923,0.0948,0.0
Brazil,210306411.0,61297420.0,41089720.0,20207698.0,0.0,2021-05-20,0.1954,0.0961,0.0
Brazil,210306411.0,62122684.0,41659040.0,20463644.0,0.0,2021-05-21,0.1981,0.0973,0.0
Brazil,210306411.0,62459684.0,41882012.0,20577672.0,0.0,2021-05-22,0.1991,0.0978,0.0
Brazil,210306411.0,63278820.0,42474536.0,20804284.0,0.0,2021-05-23,0.202,0.0989,0.0
Brazil,210306411.0,64098810.0,43008064.0,21090744.0,0.0,2021-05-24,0.2045,0.1003,0.0
Brazil,210306411.0,64918584.0,43525932.0,21392652.0,0.0,2021-05-25,0.207,0.1017,0.0
Brazil,210306411.0,65668440.0,44045170.0,21623270.0,0.0,2021-05-26,0.2094,0.1028,0.0
Brazil,210306411.0,66363504.0,44530760.0,21832744.0,0.0,2021-05-27,0.2117,0.1038,0.0
Brazil,210306411.0,67359300.0,45284396.0,22074896.0,0.0,2021-05-28,0.2153,0.105,0.0
Brazil,210306411.0,67761960.0,45604680.0,22157278.0,0.0,2021-05-29,0.2168,0.1054,0.0
Brazil,210306411.0,67874740.0,45684960.0,22189772.0,0.0,2021-05-30,0.2172,0.1055,0.0
Brazil,210306411.0,68665650.0,46328170.0,22337480.0,0.0,2021-05-31,0.2203,0.1062,0.0
Brazil,210306411.0,69477896.0,46932628.0,22545268.0,0.0,2021-06-01,0.2232,0.1072,0.0
Brazil,210306411.0,70685370.0,47852024.0,22833342.0,0.0,2021-06-02,0.2275,0.1086,0.0
Brazil,210306411.0,71245490.0,48321464.0,22924028.0,0.0,2021-06-03,0.2298,0.109,0.0
Brazil,210306411.0,71961790.0,48963900.0,22997888.0,0.0,2021-06-04,0.2328,0.1094,0.0
Brazil,210306411.0,72586950.0,49491412.0,23095536.0,0.0,2021-06-05,0.2353,0.1098,0.0
Brazil,210306411.0,72811510.0,49685500.0,23126008.0,0.0,2021-06-06,0.2363,0.11,0.0
Brazil,210306411.0,73614080.0,50381104.0,23232976.0,0.0,2021-06-07,0.2396,0.1105,0.0
Brazil,210306411.0,74920110.0,51502550.0,23417560.0,0.0,2021-06-08,0.2449,0.1113,0.0
Brazil,210306411.0,76117120.0,52567516.0,23549606.0,0.0,2021-06-09,0.25,0.112,0.0
Brazil,210306411.0,77243100.0,53577624.0,23665476.0,0.0,2021-06-10,0.2548,0.1125,0.0
Brazil,210306411.0,78471910.0,54685736.0,23786176.0,0.0,2021-06-11,0.26,0.1131,0.0
Brazil,210306411.0,79118240.0,55292344.0,23825900.0,0.0,2021-06-12,0.2629,0.1133,0.0
Brazil,210306411.0,79466210.0,55617270.0,23848938.0,0.0,2021-06-13,0.2645,0.1134,0.0
Brazil,210306411.0,80577336.0,56657380.0,23919956.0,0.0,2021-06-14,0.2694,0.1137,0.0
Brazil,210306411.0,81940690.0,57910384.0,24030304.0,0.0,2021-06-15,0.2754,0.1143,0.0
Brazil,210306411.0,83181490.0,59068484.0,24113002.0,0.0,2021-06-16,0.2809,0.1147,0.0
Brazil,210306411.0,85441100.0,61187304.0,24253802.0,0.0,2021-06-17,0.2909,0.1153,0.0
Brazil,210306411.0,87160470.0,62785860.0,24374612.0,0.0,2021-06-18,0.2985,0.1159,0.0
Brazil,210306411.0,88108420.0,63659150.0,24449264.0,0.0,2021-06-19,0.3027,0.1163,0.0
Brazil,210306411.0,88570220.0,64099340.0,24470884.0,0.0,2021-06-20,0.3048,0.1164,0.0
Brazil,210306411.0,90013336.0,65421824.0,24591512.0,0.0,2021-06-21,0.3111,0.1169,0.0
Brazil,210306411.0,91420290.0,66688624.0,24731668.0,0.0,2021-06-22,0.3171,0.1176,0.0
Brazil,210306411.0,92782240.0,67890904.0,24891336.0,0.0,2021-06-23,0.3228,0.1184,0.0
Brazil,210306411.0,94322180.0,69113520.0,25208658.0,0.0,2021-06-24,0.3286,0.1199,0.0
Brazil,210306411.0,95764060.0,70369600.0,25404254.0,0.0,2021-06-25,0.3346,0.1208,0.0
Brazil,210306411.0,96545256.0,71090360.0,25520772.0,0.0,2021-06-26,0.338,0.1214,0.0
Brazil,210306411.0,96789750.0,71319020.0,25568632.0,0.0,2021-06-27,0.3391,0.1216,0.0
Brazil,210306411.0,97929680.0,72324820.0,25866868.0,0.0,2021-06-28,0.3439,0.123,0.0
Brazil,210306411.0,99828670.0,73943650.0,26348752.0,0.0,2021-06-29,0.3516,0.1253,0.0
Brazil,210306411.0,101167464.0,75097270.0,26642476.0,0.0,2021-06-30,0.3571,0.1267,0.0
Brazil,210306411.0,102561736.0,76284850.0,26949200.0,0.0,2021-07-01,0.3627,0.1281,0.0
Brazil,210306411.0,104047570.0,77586350.0,27259468.0,0.0,2021-07-02,0.3689,0.1296,0.0
Brazil,210306411.0,104753510.0,78210260.0,27418130.0,0.0,2021-07-03,0.3719,0.1304,0.0
Brazil,210306411.0,105097390.0,78512730.0,27489232.0,0.0,2021-07-04,0.3733,0.1307,0.0
Brazil,210306411.0,106696620.0,79835460.0,27854684.0,0.0,2021-07-05,0.3796,0.1324,0.0
Brazil,210306411.0,108247750.0,81152984.0,28317786.0,0.0,2021-07-06,0.3859,0.1347,0.0
Brazil,210306411.0,109976130.0,82649590.0,28929444.0,0.0,2021-07-07,0.393,0.1376,0.0
Brazil,210306411.0,111573260.0,83948800.0,29547040.0,0.0,2021-07-08,0.3992,0.1405,0.0
Brazil,210306411.0,112999340.0,85166296.0,30044192.0,0.0,2021-07-09,0.405,0.1429,0.0
Brazil,210306411.0,113929450.0,85922320.0,30387608.0,0.0,2021-07-10,0.4086,0.1445,0.0
Brazil,210306411.0,114350130.0,86272250.0,30545014.0,0.0,2021-07-11,0.4102,0.1452,0.0
Brazil,210306411.0,115654260.0,87264584.0,31003288.0,0.0,2021-07-12,0.4149,0.1474,0.0
Brazil,210306411.0,117154410.0,88385720.0,31569504.0,0.0,2021-07-13,0.4203,0.1501,0.0
Brazil,210306411.0,118689130.0,89449390.0,32219034.0,0.0,2021-07-14,0.4253,0.1532,0.0
Brazil,210306411.0,120155330.0,90743700.0,32832460.0,0.0,2021-07-15,0.4315,0.1561,0.0
Brazil,210306411.0,121651230.0,91739490.0,33467324.0,0.0,2021-07-16,0.4362,0.1591,0.0
Brazil,210306411.0,122615700.0,92434140.0,33818144.0,0.0,2021-07-17,0.4395,0.1608,0.0
Brazil,210306411.0,122859540.0,92630600.0,33891244.0,0.0,2021-07-18,0.4405,0.1612,0.0
Brazil,210306411.0,124433790.0,93786760.0,34383716.0,0.0,2021-07-19,0.446,0.1635,0.0
Brazil,210306411.0,126315896.0,95101850.0,35053770.0,0.0,2021-07-20,0.4522,0.1667,0.0
Brazil,210306411.0,128199384.0,96304600.0,35808080.0,0.0,2021-07-21,0.4579,0.1703,0.0
Brazil,210306411.0,130131384.0,97428670.0,36676824.0,0.0,2021-07-22,0.4633,0.1744,0.0
Brazil,210306411.0,131858904.0,98712936.0,37161760.0,0.0,2021-07-23,0.4694,0.1767,0.0
Brazil,210306411.0,132812190.0,99391760.0,37463852.0,0.0,2021-07-24,0.4726,0.1781,0.0
Brazil,210306411.0,133139144.0,99610570.0,37583404.0,0.0,2021-07-25,0.4736,0.1787,0.0
Brazil,210306411.0,134540220.0,100522820.0,38110570.0,0.0,2021-07-26,0.478,0.1812,0.0
Brazil,210306411.0,136158370.0,101528056.0,38761410.0,0.0,2021-07-27,0.4828,0.1843,0.0
Brazil,210306411.0,137944960.0,102535340.0,39603390.0,0.0,2021-07-28,0.4876,0.1883,0.0
Brazil,210306411.0,139483580.0,103363370.0,40360690.0,0.0,2021-07-29,0.4915,0.1919,0.0
Brazil,210306411.0,141319630.0,104477600.0,41116890.0,0.0,2021-07-30,0.4968,0.1955,0.0
Brazil,210306411.0,142301920.0,105083580.0,41507970.0,0.0,2021-07-31,0.4997,0.1974,0.0
Brazil,210306411.0,142598660.0,105292650.0,41599310.0,0.0,2021-08-01,0.5007,0.1978,0.0
Brazil,210306411.0,143762750.0,105934730.0,42147736.0,0.0,2021-08-02,0.5037,0.2004,0.0
Brazil,210306411.0,145618600.0,107137950.0,42823484.0,0.0,2021-08-03,0.5094,0.2036,0.0
Brazil,210306411.0,148054500.0,108658470.0,43769704.0,0.0,2021-08-04,0.5167,0.2081,0.0
Brazil,210306411.0,149763000.0,109745650.0,44414256.0,0.0,2021-08-05,0.5218,0.2112,0.0
Brazil,210306411.0,151506190.0,110841850.0,45086810.0,0.0,2021-08-06,0.527,0.2144,0.0
Brazil,210306411.0,152313180.0,111342710.0,45397340.0,0.0,2021-08-07,0.5294,0.2159,0.0
Brazil,210306411.0,152680030.0,111566720.0,45542990.0,0.0,2021-08-08,0.5305,0.2166,0.0
Brazil,210306411.0,154190960.0,112476616.0,46160464.0,0.0,2021-08-09,0.5348,0.2195,0.0
Brazil,210306411.0,156399040.0,113880890.0,46980024.0,0.0,2021-08-10,0.5415,0.2234,0.0
Brazil,210306411.0,158422880.0,115251520.0,47644784.0,0.0,2021-08-11,0.548,0.2265,0.0
Brazil,210306411.0,160674240.0,116780680.0,48383180.0,0.0,2021-08-12,0.5553,0.2301,0.0
Brazil,210306411.0,162832100.0,118175020.0,49164240.0,0.0,2021-08-13,0.5619,0.2338,0.0
Brazil,210306411.0,164215230.0,119132210.0,49606492.0,0.0,2021-08-14,0.5665,0.2359,0.0
Brazil,210306411.0,164680220.0,119504650.0,49705910.0,0.0,2021-08-15,0.5682,0.2363,0.0
Brazil,210306411.0,166750340.0,120686540.0,50600930.0,0.0,2021-08-16,0.5739,0.2406,0.0
Brazil,210306411.0,169753010.0,122541950.0,51771236.0,0.0,2021-08-17,0.5827,0.2462,0.0
Brazil,210306411.0,171741150.0,123678880.0,52629850.0,0.0,2021-08-18,0.5881,0.2503,0.0
Brazil,210306411.0,174263120.0,125160910.0,53680684.0,0.0,2021-08-19,0.5951,0.2552,0.0
Brazil,210306411.0,176376900.0,126384140.0,54578690.0,0.0,2021-08-20,0.601,0.2595,0.0
Brazil,210306411.0,177587500.0,127168250.0,55013076.0,0.0,2021-08-21,0.6047,0.2616,0.0
Brazil,210306411.0,178173220.0,127600936.0,55170956.0,0.0,2021-08-22,0.6067,0.2623,0.0
Brazil,210306411.0,180251680.0,128859270.0,55999780.0,0.0,2021-08-23,0.6127,0.2663,0.0
Brazil,210306411.0,182654770.0,130267896.0,57002150.0,0.0,2021-08-24,0.6194,0.271,0.0
Brazil,210306411.0,184707570.0,131489510.0,57838948.0,0.0,2021-08-25,0.6252,0.275,0.0
Brazil,210306411.0,186102940.0,131918136.0,58811744.0,0.0,2021-08-26,0.6273,0.2796,0.0
Brazil,210306411.0,188045400.0,132939920.0,59746730.0,0.0,2021-08-27,0.6321,0.2841,0.0
Brazil,210306411.0,189376020.0,133608744.0,60412850.0,0.0,2021-08-28,0.6353,0.2873,0.0
Brazil,210306411.0,189971300.0,133947336.0,60672444.0,0.0,2021-08-29,0.6369,0.2885,0.0
Brazil,210306411.0,191515900.0,134777150.0,61384030.0,0.0,2021-08-30,0.6409,0.2919,0.0
Brazil,210306411.0,194176380.0,136127040.0,62698760.0,0.0,2021-08-31,0.6473,0.2981,0.0
Brazil,210306411.0,196166480.0,137067400.0,63754376.0,0.0,2021-09-01,0.6518,0.3031,0.0
Brazil,210306411.0,198142380.0,137897710.0,64905652.0,282.0,2021-09-02,0.6557,0.3086,0.0
Brazil,210306411.0,200077780.0,138653060.0,66093600.0,373.0,2021-09-03,0.6593,0.3143,0.0
Brazil,210306411.0,201126110.0,139039440.0,66758830.0,537.0,2021-09-04,0.6611,0.3174,0.0
Brazil,210306411.0,201522080.0,139210780.0,66984704.0,780.0,2021-09-05,0.6619,0.3185,0.0
Brazil,210306411.0,203024670.0,139985520.0,67702290.0,14059.0,2021-09-06,0.6656,0.3219,0.0001
Brazil,210306411.0,203577180.0,140218820.0,68020840.0,17205.0,2021-09-07,0.6667,0.3234,0.0001
Brazil,210306411.0,205296050.0,140820670.0,69133320.0,25446.0,2021-09-08,0.6696,0.3287,0.0001
Brazil,210306411.0,207509810.0,141565740.0,70594540.0,37195.0,2021-09-09,0.6731,0.3357,0.0002
Brazil,210306411.0,209917760.0,142382290.0,72173070.0,52191.0,2021-09-10,0.677,0.3432,0.0002
Brazil,210306411.0,211223440.0,142798080.0,73050584.0,67596.0,2021-09-11,0.679,0.3474,0.0003
Brazil,210306411.0,211710820.0,142983970.0,73355120.0,68590.0,2021-09-12,0.6799,0.3488,0.0003
Brazil,210306411.0,213203730.0,143433740.0,74381040.0,88874.0,2021-09-13,0.682,0.3537,0.0004
Brazil,210306411.0,215338060.0,144100430.0,75814264.0,128791.0,2021-09-14,0.6852,0.3605,0.0006
Brazil,210306411.0,217240050.0,144761540.0,76990800.0,197261.0,2021-09-15,0.6883,0.3661,0.0009
Brazil,210306411.0,218736000.0,145238110.0,77988750.0,223085.0,2021-09-16,0.6906,0.3708,0.0011
Brazil,210306411.0,221071600.0,146000270.0,79542910.0,249365.0,2021-09-17,0.6942,0.3782,0.0012
Brazil,210306411.0,222156930.0,146371180.0,80250456.0,259046.0,2021-09-18,0.696,0.3816,0.0012
Brazil,210306411.0,222581680.0,146553220.0,80492260.0,260661.0,2021-09-19,0.6969,0.3827,0.0012
Brazil,210306411.0,223781520.0,146923310.0,81250430.0,334020.0,2021-09-20,0.6986,0.3863,0.0016
Brazil,210306411.0,225592880.0,147473070.0,82467470.0,381549.0,2021-09-21,0.7012,0.3921,0.0018
Brazil,210306411.0,227304560.0,147966930.0,83644344.0,427712.0,2021-09-22,0.7036,0.3977,0.002
Brazil,210306411.0,229100350.0,148510820.0,84869780.0,458735.0,2021-09-23,0.7062,0.4036,0.0022
Brazil,210306411.0,230893010.0,148994480.0,86119840.0,520839.0,2021-09-24,0.7085,0.4095,0.0025
Brazil,210306411.0,231983150.0,149386350.0,86796640.0,543561.0,2021-09-25,0.7103,0.4127,0.0026
Brazil,210306411.0,232495890.0,149565070.0,87122480.0,552379.0,2021-09-26,0.7112,0.4143,0.0026
Brazil,210306411.0,233772510.0,149871710.0,87828180.0,818917.0,2021-09-27,0.7126,0.4176,0.0039
Brazil,210306411.0,235617220.0,150382510.0,89101310.0,882537.0,2021-09-28,0.7151,0.4237,0.0042
Brazil,210306411.0,237320140.0,150881740.0,90253380.0,937694.0,2021-09-29,0.7174,0.4292,0.0045
Brazil,210306411.0,239190420.0,151420930.0,91430210.0,1095300.0,2021-09-30,0.72,0.4347,0.0052
Brazil,210306411.0,241200480.0,151901220.0,92759490.0,1302298.0,2021-10-01,0.7223,0.4411,0.0062
Brazil,210306411.0,242252210.0,152166990.0,93442690.0,1407110.0,2021-10-02,0.7235,0.4443,0.0067
