data,novos_casos,novas_mortes,total_casos,total_mortes,porcentagem_primeira_dose,porcentagem_segunda_dose,porcentagem_dose_reforco
2023-01-01,0.0,0.0,36331281,693853,0.8966,0.8316,0.5831
2023-01-02,31085.0,128.0,36362366,693981,0.8966,0.8316,0.5831
2023-01-03,0.0,0.0,36362366,693981,0.8966,0.8317,0.5834
2023-01-04,60772.0,430.0,36423138,694411,0.8966,0.8317,0.5834
2023-01-05,0.0,0.0,36423138,694411,0.8966,0.8317,0.5834
2023-01-06,54076.0,368.0,36477214,694779,0.8978,0.8334,0.5892
2023-01-07,0.0,0.0,36477214,694779,0.8978,0.8334,0.5894
2023-01-08,0.0,0.0,36477214,694779,0.8978,0.8334,0.5894
2023-01-09,0.0,0.0,36477214,694779,0.8978,0.8334,0.5894
2023-01-10,75218.0,206.0,36552432,694985,0.8978,0.8335,0.5894
2023-01-11,26433.0,103.0,36578865,695088,0.8978,0.8335,0.5895
2023-01-12,19070.0,148.0,36597935,695236,0.8978,0.8335,0.5895
2023-01-13,22436.0,81.0,36620371,695317,0.8978,0.8335,0.5895
2023-01-14,4191.0,24.0,36624562,695341,0.8978,0.8335,0.5895
2023-01-15,3537.0,2.0,36628099,695343,0.8978,0.8335,0.5895
2023-01-16,12688.0,67.0,36640787,695410,0.8978,0.8335,0.5895
2023-01-17,24632.0,114.0,36665419,695524,0.8984,0.8336,0.5899
2023-01-18,12425.0,91.0,36677844,695615,0.8984,0.8336,0.5899
2023-01-19,0.0,0.0,36677844,695615,0.8984,0.8336,0.5899
2023-01-20,35007.0,573.0,36712851,696188,0.8984,0.8336,0.5899
2023-01-21,4650.0,66.0,36717501,696254,0.8985,0.8337,0.5902
2023-01-22,552.0,3.0,36718053,696257,0.8985,0.8337,0.5902
2023-01-23,12860.0,67.0,36730913,696324,0.8985,0.8337,0.5902
2023-01-24,20497.0,161.0,36751410,696485,0.8985,0.8338,0.5902
2023-01-25,17267.0,118.0,36768677,696603,0.8989,0.8345,0.5929
2023-01-26,0.0,0.0,36768677,696603,0.8989,0.8345,0.593
2023-01-27,22590.0,139.0,36791267,696742,0.8989,0.8345,0.5933
2023-01-28,0.0,0.0,36791267,696742,0.8989,0.8345,0.5933
2023-01-29,2994.0,17.0,36794261,696759,0.8989,0.8345,0.5933
2023-01-30,13553.0,133.0,36807814,696892,0.8989,0.8345,0.5933
2023-01-31,16766.0,182.0,36824580,697074,0.8989,0.8346,0.5933
2023-02-01,13363.0,126.0,36837943,697200,0.8989,0.8346,0.5933
2023-02-02,0.0,0.0,36837943,697200,0.8989,0.8346,0.5935
2023-02-03,28340.0,153.0,36866283,697353,0.8991,0.835,0.5945
2023-02-04,1118.0,12.0,36867401,697365,0.8991,0.835,0.5945
2023-02-05,0.0,0.0,36867401,697365,0.8991,0.835,0.5945
2023-02-06,11373.0,74.0,36878774,697439,0.8991,0.835,0.5945
2023-02-07,9217.0,94.0,36887991,697533,0.8991,0.8351,0.5947
2023-02-08,9692.0,93.0,36897683,697626,0.8992,0.8351,0.5947
2023-02-09,7518.0,37.0,36905201,697663,0.8992,0.8351,0.5947
2023-02-10,12422.0,-43.0,36917623,697620,0.8992,0.8351,0.5947
2023-02-11,12716.0,42.0,36930339,697662,0.8994,0.8354,0.5954
2023-02-12,2491.0,12.0,36932830,697674,0.8994,0.8354,0.5954
2023-02-13,20662.0,88.0,36953492,697762,0.8995,0.8355,0.5956
2023-02-14,0.0,0.0,36953492,697762,0.8995,0.8355,0.5957
2023-02-15,17948.0,142.0,36971440,697904,0.8995,0.8355,0.5958
2023-02-16,-927.0,114.0,36970513,698018,0.8995,0.8356,0.5958
2023-02-17,0.0,0.0,36970513,698018,0.8995,0.8356,0.5958
2023-02-18,17169.0,32.0,36987682,698050,0.8995,0.8356,0.5958
2023-02-19,0.0,0.0,36987682,698050,0.8995,0.8356,0.5958
2023-02-20,0.0,0.0,36987682,698050,0.8995,0.8356,0.5958
2023-02-21,0.0,0.0,36987682,698050,0.9002,0.8361,0.5972
2023-02-22,9646.0,332.0,36997328,698382,0.9002,0.8361,0.5972
2023-02-23,11616.0,452.0,37008944,698834,0.9002,0.8361,0.5972
2023-02-24,11587.0,94.0,37020531,698928,0.9002,0.8361,0.5973
2023-02-25,0.0,0.0,37020531,698928,0.9002,0.8361,0.5973
2023-02-26,0.0,0.0,37020531,698928,0.9002,0.8361,0.5973
2023-02-27,17699.0,78.0,37038230,699006,0.9002,0.8361,0.5973
2023-02-28,14706.0,81.0,37052936,699087,0.9005,0.8363,0.5976
2023-03-01,10528.0,110.0,37063464,699197,0.9005,0.8363,0.5976
2023-03-02,0.0,0.0,37063464,699197,0.9005,0.8363,0.5977
2023-03-03,17745.0,79.0,37081209,699276,0.9006,0.8364,0.5978
2023-03-04,0.0,0.0,37081209,699276,0.9006,0.8364,0.5978
2023-03-05,0.0,0.0,37081209,699276,0.9006,0.8364,0.5978
2023-03-06,-5156.0,0.0,37076053,699276,0.9006,0.8364,0.5978
2023-03-07,0.0,0.0,37076053,699276,0.9006,0.8364,0.5978
2023-03-08,0.0,0.0,37076053,699276,0.9006,0.8364,0.5979
2023-03-09,0.0,0.0,37076053,699276,0.9006,0.8364,0.5979
