estado,pais,casos,mortes,taxa_de_infeccao,Data,casos_em_24h,casos_media_7d,casos_media_movel,tendencia_de_casos,mortes_em_24h,mortes_media_7d,mortes_media_movel,tendencia_de_mortes
Paraíba,Brazil,424154,9023,10556.012789043254,2021-08-05,570.0,509.0,0.6841397849462365,Abaixando,5.0,8.0,0.7272727272727273,Abaixando
Paraíba,Brazil,424577,9037,10566.540081983472,2021-08-06,423.0,428.0,0.5799457994579946,Abaixando,14.0,9.0,0.8181818181818182,Estabilizado
Paraíba,Brazil,424983,9049,10576.644292228691,2021-08-07,406.0,420.0,0.6131386861313869,Abaixando,12.0,9.0,0.9,Estabilizado
Paraíba,Brazil,425304,9057,10584.63308899893,2021-08-08,321.0,395.0,0.6067588325652842,Abaixando,8.0,9.0,0.9,Estabilizado
Paraíba,Brazil,425425,9065,10587.644442298611,2021-08-09,121.0,393.0,0.60741885625966,Abaixando,8.0,9.0,1.0,Estabilizado
Paraíba,Brazil,425619,9071,10592.47256246505,2021-08-10,194.0,416.0,0.6677367576243981,Abaixando,6.0,9.0,1.0,Estabilizado
Paraíba,Brazil,426198,9076,10606.882261312296,2021-08-11,579.0,374.0,0.5701219512195121,Abaixando,5.0,9.0,1.125,Estabilizado
Paraíba,Brazil,426620,9082,10617.384667035163,2021-08-12,422.0,353.0,0.5702746365105008,Abaixando,6.0,9.0,1.125,Estabilizado
Paraíba,Brazil,427069,9086,10628.559027626554,2021-08-13,449.0,356.0,0.5624012638230648,Abaixando,4.0,7.0,0.875,Estabilizado
Paraíba,Brazil,427511,9089,10639.559177696474,2021-08-14,442.0,362.0,0.5915032679738562,Abaixando,3.0,6.0,0.6666666666666666,Abaixando
Paraíba,Brazil,427885,9093,10648.866996986408,2021-08-15,374.0,369.0,0.6191275167785235,Abaixando,4.0,6.0,0.75,Estabilizado
Paraíba,Brazil,427989,9098,10651.455267591096,2021-08-16,104.0,367.0,0.6284246575342466,Abaixando,5.0,5.0,0.5555555555555556,Abaixando
Paraíba,Brazil,428240,9108,10657.701959146638,2021-08-17,251.0,375.0,0.6660746003552398,Abaixando,10.0,6.0,0.6666666666666666,Abaixando
Paraíba,Brazil,428870,9115,10673.380906078875,2021-08-18,630.0,382.0,0.6666666666666666,Abaixando,7.0,6.0,0.75,Estabilizado
Paraíba,Brazil,429430,9123,10687.317747796424,2021-08-19,560.0,402.0,0.7897838899803536,Estabilizado,8.0,6.0,0.75,Estabilizado
Paraíba,Brazil,429861,9130,10698.044138475463,2021-08-20,431.0,399.0,0.9322429906542056,Estabilizado,7.0,7.0,0.7777777777777778,Estabilizado
Paraíba,Brazil,430311,9135,10709.243386284206,2021-08-21,450.0,400.0,0.9523809523809523,Estabilizado,5.0,7.0,0.7777777777777778,Estabilizado
Paraíba,Brazil,430610,9137,10716.68466427268,2021-08-22,299.0,390.0,0.9873417721518988,Estabilizado,2.0,7.0,0.7777777777777778,Estabilizado
Paraíba,Brazil,430730,9145,10719.671130355013,2021-08-23,120.0,392.0,0.9974554707379135,Estabilizado,8.0,7.0,0.7777777777777778,Estabilizado
Paraíba,Brazil,430994,9149,10726.241355736143,2021-08-24,264.0,394.0,0.9471153846153846,Estabilizado,4.0,6.0,0.6666666666666666,Abaixando
Paraíba,Brazil,431090,9154,10728.630528602009,2021-08-25,96.0,318.0,0.8502673796791443,Estabilizado,5.0,6.0,0.6666666666666666,Abaixando
Paraíba,Brazil,431997,9160,10751.203234740962,2021-08-26,907.0,367.0,1.0396600566572238,Estabilizado,6.0,6.0,0.6666666666666666,Abaixando
Paraíba,Brazil,432350,9165,10759.988422466487,2021-08-27,353.0,356.0,1.0,Estabilizado,5.0,5.0,0.7142857142857143,Abaixando
Paraíba,Brazil,432734,9171,10769.545113929948,2021-08-28,384.0,347.0,0.9585635359116023,Estabilizado,6.0,6.0,1.0,Estabilizado
Paraíba,Brazil,433012,9176,10776.463760354016,2021-08-29,278.0,344.0,0.9322493224932249,Estabilizado,5.0,6.0,1.0,Estabilizado
Paraíba,Brazil,433170,9182,10780.395940695753,2021-08-30,158.0,349.0,0.9509536784741145,Estabilizado,6.0,6.0,1.2,Aumentando
Paraíba,Brazil,433322,9187,10784.178797733372,2021-08-31,152.0,333.0,0.888,Estabilizado,5.0,6.0,1.0,Estabilizado
Paraíba,Brazil,433729,9190,10794.307895195943,2021-09-01,407.0,377.0,0.9869109947643979,Estabilizado,3.0,6.0,1.0,Estabilizado
Paraíba,Brazil,434170,9199,10805.283158048514,2021-09-02,441.0,311.0,0.7736318407960199,Estabilizado,9.0,6.0,1.0,Estabilizado
Paraíba,Brazil,434800,9203,10820.962104980754,2021-09-03,630.0,350.0,0.8771929824561403,Estabilizado,4.0,6.0,0.8571428571428571,Estabilizado
Paraíba,Brazil,435373,9208,10835.222480523886,2021-09-04,573.0,377.0,0.9425,Estabilizado,5.0,6.0,0.8571428571428571,Estabilizado
Paraíba,Brazil,435729,9212,10844.082329901468,2021-09-05,356.0,389.0,0.9974358974358974,Estabilizado,4.0,6.0,0.8571428571428571,Estabilizado
Paraíba,Brazil,435822,9217,10846.396841115276,2021-09-06,93.0,379.0,0.9668367346938775,Estabilizado,5.0,5.0,0.7142857142857143,Abaixando
Paraíba,Brazil,436098,9220,10853.265713104638,2021-09-07,276.0,397.0,1.0076142131979695,Estabilizado,3.0,5.0,0.8333333333333334,Estabilizado
Paraíba,Brazil,436341,9224,10859.31330692136,2021-09-08,243.0,374.0,1.1761006289308176,Aumentando,4.0,5.0,0.8333333333333334,Estabilizado
Paraíba,Brazil,436528,9230,10863.967216566323,2021-09-09,187.0,337.0,0.9182561307901907,Estabilizado,6.0,5.0,0.8333333333333334,Estabilizado
Paraíba,Brazil,436544,9231,10864.36541204397,2021-09-10,16.0,250.0,0.702247191011236,Abaixando,1.0,4.0,0.8,Estabilizado
Paraíba,Brazil,436560,9233,10864.763607521614,2021-09-11,16.0,170.0,0.4899135446685879,Abaixando,2.0,4.0,0.6666666666666666,Abaixando
Paraíba,Brazil,436570,9240,10865.012479695142,2021-09-12,10.0,121.0,0.35174418604651164,Abaixando,7.0,4.0,0.6666666666666666,Abaixando
Paraíba,Brazil,436603,9246,10865.833757867782,2021-09-13,33.0,112.0,0.3209169054441261,Abaixando,6.0,5.0,0.8333333333333334,Estabilizado
Paraíba,Brazil,436629,9250,10866.480825518956,2021-09-14,26.0,76.0,0.22822822822822822,Abaixando,4.0,5.0,0.8333333333333334,Estabilizado
Paraíba,Brazil,436645,9253,10866.8790209966,2021-09-15,16.0,44.0,0.11671087533156499,Abaixando,3.0,5.0,0.8333333333333334,Estabilizado
Paraíba,Brazil,436723,9259,10868.820223950112,2021-09-16,78.0,28.0,0.09003215434083602,Abaixando,6.0,5.0,0.8333333333333334,Estabilizado
Paraíba,Brazil,436755,9264,10869.616614905402,2021-09-17,32.0,31.0,0.08857142857142856,Abaixando,5.0,5.0,0.8333333333333334,Estabilizado
Paraíba,Brazil,439899,9268,10947.862026262485,2021-09-18,3144.0,477.0,1.2652519893899203,Aumentando,4.0,5.0,0.8333333333333334,Estabilizado
Paraíba,Brazil,440067,9271,10952.04307877775,2021-09-19,168.0,500.0,1.2853470437017995,Aumentando,3.0,5.0,0.8333333333333334,Estabilizado
Paraíba,Brazil,440106,9278,10953.013680254506,2021-09-20,39.0,501.0,1.3218997361477574,Aumentando,7.0,5.0,1.0,Estabilizado
Paraíba,Brazil,440131,9278,10953.635860688326,2021-09-21,25.0,501.0,1.2619647355163728,Aumentando,0.0,4.0,0.8,Estabilizado
Paraíba,Brazil,440428,9284,10961.027364242096,2021-09-22,297.0,541.0,1.446524064171123,Aumentando,6.0,5.0,1.0,Estabilizado
Paraíba,Brazil,440631,9287,10966.079469364706,2021-09-23,203.0,559.0,1.6587537091988132,Aumentando,3.0,4.0,0.8,Estabilizado
Paraíba,Brazil,440856,9290,10971.679093269078,2021-09-24,225.0,586.0,2.344,Aumentando,3.0,4.0,1.0,Estabilizado
Paraíba,Brazil,441021,9292,10975.785484132284,2021-09-25,165.0,161.0,0.9470588235294117,Estabilizado,2.0,4.0,1.0,Estabilizado
Paraíba,Brazil,441155,9294,10979.120371257552,2021-09-26,134.0,156.0,1.2892561983471074,Aumentando,2.0,4.0,1.0,Estabilizado
Paraíba,Brazil,441193,9298,10980.06608551696,2021-09-27,38.0,156.0,1.3928571428571428,Aumentando,4.0,3.0,0.6,Abaixando
Paraíba,Brazil,441224,9304,10980.837589254894,2021-09-28,31.0,157.0,2.0657894736842106,Aumentando,6.0,4.0,0.8,Estabilizado
Paraíba,Brazil,441458,9308,10986.66119811544,2021-09-29,234.0,148.0,3.3636363636363638,Aumentando,4.0,4.0,0.8,Estabilizado
Paraíba,Brazil,441674,9311,10992.036837063635,2021-09-30,216.0,149.0,5.321428571428571,Aumentando,3.0,4.0,0.8,Estabilizado
Paraíba,Brazil,441837,9312,10996.093453492136,2021-10-01,163.0,141.0,4.548387096774194,Aumentando,1.0,4.0,0.8,Estabilizado
Paraíba,Brazil,442011,9314,11000.423829311518,2021-10-02,174.0,142.0,0.2976939203354298,Abaixando,2.0,4.0,0.8,Estabilizado
Paraíba,Brazil,442171,9319,11004.40578408796,2021-10-03,160.0,146.0,0.292,Abaixando,5.0,4.0,0.8,Estabilizado
Paraíba,Brazil,442208,9320,11005.32661113001,2021-10-04,37.0,145.0,0.2894211576846307,Abaixando,1.0,4.0,0.8,Estabilizado
Paraíba,Brazil,442237,9325,11006.04834043324,2021-10-05,29.0,145.0,0.2894211576846307,Abaixando,5.0,3.0,0.75,Estabilizado
Paraíba,Brazil,442464,9329,11011.697738772318,2021-10-06,227.0,144.0,0.266173752310536,Abaixando,4.0,3.0,0.6,Abaixando
Paraíba,Brazil,442662,9332,11016.625407808166,2021-10-07,198.0,142.0,0.25402504472271914,Abaixando,3.0,3.0,0.75,Estabilizado
Paraíba,Brazil,442842,9336,11021.105106931662,2021-10-08,180.0,144.0,0.24573378839590443,Abaixando,4.0,4.0,1.0,Estabilizado
Paraíba,Brazil,443000,9341,11025.0372872734,2021-10-09,158.0,142.0,0.8819875776397516,Estabilizado,5.0,4.0,1.0,Estabilizado
Paraíba,Brazil,443141,9346,11028.54638492014,2021-10-10,141.0,139.0,0.8910256410256411,Estabilizado,5.0,4.0,1.0,Estabilizado
Paraíba,Brazil,443181,9351,11029.54187361425,2021-10-11,40.0,139.0,0.8910256410256411,Estabilizado,5.0,5.0,1.6666666666666667,Aumentando
Paraíba,Brazil,443203,9353,11030.08939239601,2021-10-12,22.0,138.0,0.8789808917197452,Estabilizado,2.0,4.0,1.0,Estabilizado
Paraíba,Brazil,443248,9358,11031.209317176885,2021-10-13,45.0,112.0,0.7567567567567568,Estabilizado,5.0,5.0,1.25,Aumentando
Paraíba,Brazil,443294,9361,11032.35412917511,2021-10-14,46.0,91.0,0.610738255033557,Abaixando,3.0,5.0,1.25,Aumentando
Paraíba,Brazil,443505,9364,11037.605332036544,2021-10-15,211.0,95.0,0.6737588652482269,Abaixando,3.0,4.0,1.0,Estabilizado
Paraíba,Brazil,443739,9367,11043.428940897087,2021-10-16,234.0,106.0,0.7464788732394366,Abaixando,3.0,4.0,1.0,Estabilizado
Paraíba,Brazil,443885,9371,11047.062474630591,2021-10-17,146.0,107.0,0.7328767123287672,Abaixando,4.0,4.0,1.0,Estabilizado
Paraíba,Brazil,443927,9371,11048.107737759408,2021-10-18,42.0,107.0,0.7379310344827587,Abaixando,0.0,3.0,0.75,Estabilizado
Paraíba,Brazil,443972,9376,11049.227662540285,2021-10-19,45.0,110.0,0.7586206896551724,Estabilizado,5.0,4.0,1.3333333333333333,Aumentando
Paraíba,Brazil,444184,9380,11054.503752619068,2021-10-20,212.0,134.0,0.9305555555555556,Estabilizado,4.0,4.0,1.3333333333333333,Aumentando
Paraíba,Brazil,444352,9385,11058.684805134331,2021-10-21,168.0,152.0,1.0704225352112675,Estabilizado,5.0,4.0,1.3333333333333333,Aumentando
Paraíba,Brazil,444568,9386,11064.060444082528,2021-10-22,216.0,152.0,1.0555555555555556,Estabilizado,1.0,4.0,1.0,Estabilizado
Paraíba,Brazil,444752,9391,11068.639692075438,2021-10-23,184.0,145.0,1.0211267605633803,Estabilizado,5.0,4.0,1.0,Estabilizado
Paraíba,Brazil,444929,9395,11073.044729546877,2021-10-24,177.0,150.0,1.079136690647482,Estabilizado,4.0,4.0,1.0,Estabilizado
Paraíba,Brazil,444962,9398,11073.866007719516,2021-10-25,33.0,148.0,1.064748201438849,Estabilizado,3.0,4.0,0.8,Estabilizado
Paraíba,Brazil,445012,9399,11075.110368587157,2021-10-26,50.0,149.0,1.0797101449275361,Estabilizado,1.0,4.0,1.0,Estabilizado
Paraíba,Brazil,445272,9403,11081.581045098874,2021-10-27,260.0,156.0,1.3928571428571428,Aumentando,4.0,4.0,0.8,Estabilizado
Paraíba,Brazil,445460,9406,11086.259841961191,2021-10-28,188.0,159.0,1.7472527472527473,Aumentando,3.0,3.0,0.6,Abaixando
Paraíba,Brazil,445662,9411,11091.28705986645,2021-10-29,202.0,157.0,1.6526315789473685,Aumentando,5.0,4.0,1.0,Estabilizado
Paraíba,Brazil,445866,9418,11096.364052206414,2021-10-30,204.0,160.0,1.509433962264151,Aumentando,7.0,4.0,1.0,Estabilizado
Paraíba,Brazil,446011,9422,11099.972698722564,2021-10-31,145.0,155.0,1.4485981308411215,Aumentando,4.0,4.0,1.0,Estabilizado
Paraíba,Brazil,446066,9423,11101.341495676968,2021-11-01,55.0,158.0,1.4766355140186915,Aumentando,1.0,4.0,1.3333333333333333,Aumentando
Paraíba,Brazil,446104,9426,11102.28720993637,2021-11-02,38.0,156.0,1.4181818181818182,Aumentando,3.0,4.0,1.0,Estabilizado
Paraíba,Brazil,454529,9430,11311.962016133388,2021-11-03,8425.0,1323.0,9.873134328358208,Aumentando,4.0,4.0,1.0,Estabilizado
Paraíba,Brazil,454791,9435,11318.482467079812,2021-11-04,262.0,1333.0,8.769736842105264,Aumentando,5.0,5.0,1.25,Aumentando
Paraíba,Brazil,454894,9440,11321.045850467146,2021-11-05,103.0,1319.0,8.677631578947368,Aumentando,5.0,5.0,1.25,Aumentando
Paraíba,Brazil,455577,9443,11338.04381991908,2021-11-06,683.0,1388.0,9.572413793103449,Aumentando,3.0,4.0,1.0,Estabilizado
Paraíba,Brazil,455886,9448,11345.733970081084,2021-11-07,309.0,1411.0,9.406666666666666,Aumentando,5.0,4.0,1.0,Estabilizado
Paraíba,Brazil,455971,9453,11347.84938355607,2021-11-08,85.0,1415.0,9.56081081081081,Aumentando,5.0,5.0,1.25,Aumentando
Paraíba,Brazil,456025,9455,11349.19329329312,2021-11-09,54.0,1418.0,9.516778523489933,Aumentando,2.0,5.0,1.25,Aumentando
Paraíba,Brazil,456038,9458,11349.516827118705,2021-11-10,13.0,216.0,1.3846153846153846,Aumentando,3.0,4.0,1.0,Estabilizado
Paraíba,Brazil,456719,9461,11366.465022135935,2021-11-11,681.0,276.0,1.7358490566037736,Aumentando,3.0,4.0,1.3333333333333333,Aumentando
Paraíba,Brazil,457031,9462,11374.229833949998,2021-11-12,312.0,306.0,1.9490445859872612,Aumentando,1.0,4.0,1.0,Estabilizado
Paraíba,Brazil,457417,9463,11383.836299848164,2021-11-13,386.0,263.0,1.64375,Aumentando,1.0,3.0,0.75,Estabilizado
Paraíba,Brazil,457634,9466,11389.236826013712,2021-11-14,217.0,250.0,1.6129032258064515,Aumentando,3.0,3.0,0.75,Estabilizado
Paraíba,Brazil,457690,9469,11390.630510185469,2021-11-15,56.0,246.0,1.5569620253164558,Aumentando,3.0,3.0,0.75,Estabilizado
Paraíba,Brazil,457746,9473,11392.024194357222,2021-11-16,56.0,246.0,1.5769230769230769,Aumentando,4.0,3.0,0.75,Estabilizado
Paraíba,Brazil,457831,9478,11394.139607832209,2021-11-17,85.0,257.0,0.1942554799697657,Abaixando,5.0,3.0,0.75,Estabilizado
Paraíba,Brazil,458255,9482,11404.691787989776,2021-11-18,424.0,220.0,0.16504126031507876,Abaixando,4.0,3.0,0.6,Abaixando
Paraíba,Brazil,458536,9488,11411.685096065905,2021-11-19,281.0,215.0,0.16300227445034116,Abaixando,6.0,4.0,0.8,Estabilizado
Paraíba,Brazil,458790,9491,11418.006449273504,2021-11-20,254.0,197.0,0.1419308357348703,Abaixando,3.0,4.0,1.0,Estabilizado
Paraíba,Brazil,459068,9493,11424.925095697572,2021-11-21,278.0,205.0,0.14528703047484054,Abaixando,2.0,4.0,1.0,Estabilizado
Paraíba,Brazil,459120,9497,11426.219230999915,2021-11-22,52.0,205.0,0.14487632508833923,Abaixando,4.0,4.0,0.8,Estabilizado
Paraíba,Brazil,459166,9502,11427.364042998142,2021-11-23,46.0,203.0,0.14315937940761636,Abaixando,5.0,5.0,1.0,Estabilizado
Paraíba,Brazil,459489,9505,11435.402614203083,2021-11-24,323.0,237.0,1.0972222222222223,Estabilizado,3.0,4.0,1.0,Estabilizado
Paraíba,Brazil,459500,9511,11435.402614203083,2021-11-25,11.0,178.0,0.644927536231884,Abaixando,6.0,5.0,1.25,Aumentando
Paraíba,Brazil,460032,9516,11448.916373225637,2021-11-26,532.0,214.0,0.6993464052287581,Abaixando,5.0,4.0,1.0,Estabilizado
Paraíba,Brazil,460269,9520,11454.814643738238,2021-11-27,237.0,212.0,0.8060836501901141,Estabilizado,4.0,5.0,1.6666666666666667,Aumentando
Paraíba,Brazil,460469,9526,11459.79208720879,2021-11-28,200.0,201.0,0.804,Estabilizado,6.0,5.0,1.6666666666666667,Aumentando
Paraíba,Brazil,460515,9528,11460.93689920702,2021-11-29,46.0,200.0,0.8130081300813008,Estabilizado,2.0,5.0,1.6666666666666667,Aumentando
Paraíba,Brazil,460580,9529,11462.554568334948,2021-11-30,65.0,202.0,0.8211382113821138,Estabilizado,1.0,4.0,1.3333333333333333,Aumentando
Paraíba,Brazil,460909,9532,11470.742462844006,2021-12-01,329.0,203.0,0.7898832684824902,Estabilizado,3.0,4.0,1.3333333333333333,Aumentando
Paraíba,Brazil,460917,9535,11470.941560582827,2021-12-02,8.0,203.0,0.9227272727272727,Estabilizado,3.0,4.0,1.3333333333333333,Aumentando
Paraíba,Brazil,461374,9538,11482.31501891304,2021-12-03,457.0,192.0,0.8930232558139535,Estabilizado,3.0,4.0,1.0,Estabilizado
Paraíba,Brazil,461639,9541,11488.910131511522,2021-12-04,265.0,196.0,0.9949238578680203,Estabilizado,3.0,3.0,0.75,Estabilizado
Paraíba,Brazil,461912,9542,11495.704341848828,2021-12-05,273.0,207.0,1.0097560975609756,Estabilizado,1.0,3.0,0.75,Estabilizado
Paraíba,Brazil,461965,9545,11497.023364368522,2021-12-06,53.0,208.0,1.0146341463414634,Estabilizado,3.0,3.0,0.75,Estabilizado
Paraíba,Brazil,461988,9548,11497.595770367636,2021-12-07,23.0,202.0,0.9950738916256158,Estabilizado,3.0,3.0,0.6,Abaixando
Paraíba,Brazil,462240,9552,11503.867349140532,2021-12-08,252.0,191.0,0.8059071729957806,Estabilizado,4.0,3.0,0.75,Estabilizado
Paraíba,Brazil,462450,9555,11509.093664784612,2021-12-09,210.0,219.0,1.2303370786516854,Aumentando,3.0,3.0,0.6,Abaixando
Paraíba,Brazil,462567,9556,11509.093664784612,2021-12-10,117.0,171.0,0.7990654205607477,Estabilizado,1.0,3.0,0.75,Estabilizado
Paraíba,Brazil,462585,9559,11509.093664784612,2021-12-11,18.0,136.0,0.6415094339622641,Abaixando,3.0,3.0,0.6,Abaixando
Paraíba,Brazil,462585,9559,11509.093664784612,2021-12-12,0.0,97.0,0.48258706467661694,Abaixando,0.0,3.0,0.6,Abaixando
Paraíba,Brazil,462585,9559,11509.093664784612,2021-12-13,0.0,89.0,0.445,Abaixando,0.0,2.0,0.4,Abaixando
Paraíba,Brazil,462597,9563,11512.752085735468,2021-12-14,12.0,87.0,0.4306930693069307,Abaixando,4.0,3.0,0.75,Estabilizado
Paraíba,Brazil,462620,9565,11513.324491734582,2021-12-15,23.0,55.0,0.270935960591133,Abaixando,2.0,2.0,0.5,Abaixando
Paraíba,Brazil,462620,9565,11513.324491734582,2021-12-16,0.0,25.0,0.12315270935960591,Abaixando,0.0,2.0,0.5,Abaixando
Paraíba,Brazil,462620,9565,11513.324491734582,2021-12-17,0.0,8.0,0.041666666666666664,Abaixando,0.0,2.0,0.5,Abaixando
Paraíba,Brazil,462654,9572,11513.324491734582,2021-12-18,34.0,10.0,0.05102040816326531,Abaixando,7.0,2.0,0.6666666666666666,Abaixando
Paraíba,Brazil,462654,9572,11514.170657124576,2021-12-19,0.0,10.0,0.04830917874396135,Abaixando,0.0,2.0,0.6666666666666666,Abaixando
Paraíba,Brazil,462658,9574,11514.270205993987,2021-12-20,4.0,11.0,0.052884615384615384,Abaixando,2.0,3.0,1.0,Estabilizado
Paraíba,Brazil,462658,9574,11514.270205993987,2021-12-21,0.0,9.0,0.04455445544554455,Abaixando,0.0,2.0,0.6666666666666666,Abaixando
Paraíba,Brazil,462671,9580,11514.593739819573,2021-12-22,13.0,8.0,0.041884816753926704,Abaixando,6.0,3.0,1.0,Estabilizado
Paraíba,Brazil,462671,9580,11514.593739819573,2021-12-23,0.0,8.0,0.0365296803652968,Abaixando,0.0,3.0,1.0,Estabilizado
Paraíba,Brazil,462706,9583,11515.46479242692,2021-12-24,35.0,13.0,0.07602339181286549,Abaixando,3.0,3.0,1.0,Estabilizado
Paraíba,Brazil,463560,9584,11536.718476046177,2021-12-25,854.0,130.0,0.9558823529411765,Estabilizado,1.0,2.0,0.6666666666666666,Abaixando
Paraíba,Brazil,463584,9586,11537.315769262645,2021-12-26,24.0,133.0,1.3711340206185567,Aumentando,2.0,2.0,0.6666666666666666,Abaixando
Paraíba,Brazil,463616,9588,11538.112160217932,2021-12-27,32.0,137.0,1.5393258426966292,Aumentando,2.0,2.0,1.0,Estabilizado
Paraíba,Brazil,463656,9589,11539.10764891204,2021-12-28,40.0,143.0,1.6436781609195403,Aumentando,1.0,3.0,1.0,Estabilizado
Paraíba,Brazil,463855,9591,11544.060205165242,2021-12-29,199.0,170.0,3.090909090909091,Aumentando,2.0,2.0,1.0,Estabilizado
Paraíba,Brazil,464121,9594,11550.68020498108,2021-12-30,266.0,208.0,8.32,Aumentando,3.0,2.0,1.0,Estabilizado
Paraíba,Brazil,464335,9596,11556.006069494568,2021-12-31,214.0,233.0,29.125,Aumentando,2.0,2.0,1.0,Estabilizado
Paraíba,Brazil,464511,9597,11560.386219748654,2022-01-01,176.0,136.0,13.6,Aumentando,1.0,2.0,1.0,Estabilizado
Paraíba,Brazil,464565,9599,11561.730129485702,2022-01-02,54.0,141.0,14.1,Aumentando,2.0,2.0,1.0,Estabilizado
Paraíba,Brazil,464590,9600,11562.352309919524,2022-01-03,25.0,140.0,12.727272727272727,Aumentando,1.0,2.0,0.6666666666666666,Abaixando
Paraíba,Brazil,464629,9600,11563.32291139628,2022-01-04,39.0,139.0,15.444444444444445,Aumentando,0.0,2.0,1.0,Estabilizado
Paraíba,Brazil,464880,9600,11563.32291139628,2022-01-05,251.0,147.0,18.375,Aumentando,0.0,2.0,0.6666666666666666,Abaixando
Paraíba,Brazil,465082,9600,11563.32291139628,2022-01-06,202.0,138.0,17.25,Aumentando,0.0,1.0,0.3333333333333333,Abaixando
Paraíba,Brazil,465266,9606,11563.32291139628,2022-01-07,184.0,133.0,10.23076923076923,Aumentando,6.0,2.0,0.6666666666666666,Abaixando
Paraíba,Brazil,465373,9606,11563.32291139628,2022-01-08,107.0,124.0,0.9538461538461539,Estabilizado,0.0,2.0,1.0,Estabilizado
Paraíba,Brazil,465685,9606,11589.603812920795,2022-01-09,312.0,160.0,1.2030075187969924,Aumentando,0.0,1.0,0.5,Abaixando
Paraíba,Brazil,466027,9608,11598.11524125544,2022-01-10,342.0,206.0,1.5036496350364963,Aumentando,2.0,2.0,1.0,Estabilizado
Paraíba,Brazil,466088,9609,11599.63336151396,2022-01-11,61.0,209.0,1.4615384615384615,Aumentando,1.0,2.0,0.6666666666666666,Abaixando
Paraíba,Brazil,466088,9612,11599.63336151396,2022-01-12,0.0,173.0,1.0176470588235293,Estabilizado,3.0,2.0,1.0,Estabilizado
Paraíba,Brazil,466939,9613,11620.81238348116,2022-01-13,851.0,266.0,1.2788461538461537,Aumentando,1.0,2.0,1.0,Estabilizado
Paraíba,Brazil,467443,9614,11633.355541026953,2022-01-14,504.0,311.0,1.3347639484978542,Aumentando,1.0,2.0,1.0,Estabilizado
Paraíba,Brazil,468178,9614,11651.647645781231,2022-01-15,735.0,401.0,2.948529411764706,Aumentando,0.0,2.0,1.0,Estabilizado
Paraíba,Brazil,468244,9615,11653.290202126507,2022-01-16,66.0,366.0,2.595744680851064,Aumentando,1.0,2.0,1.0,Estabilizado
Paraíba,Brazil,468652,9617,11663.44418680644,2022-01-17,408.0,375.0,2.6785714285714284,Aumentando,2.0,2.0,1.0,Estabilizado
Paraíba,Brazil,469004,9620,11672.204487314611,2022-01-18,352.0,417.0,3.0,Aumentando,3.0,2.0,1.0,Estabilizado
Paraíba,Brazil,470906,9625,11719.539974719562,2022-01-19,1902.0,689.0,4.687074829931973,Aumentando,5.0,2.0,1.0,Estabilizado
Paraíba,Brazil,472855,9626,11768.045161340096,2022-01-20,1949.0,846.0,6.130434782608695,Aumentando,1.0,2.0,2.0,Aumentando
Paraíba,Brazil,474846,9628,11817.595611089446,2022-01-21,1991.0,1058.0,7.954887218045113,Aumentando,2.0,2.0,1.0,Estabilizado
Paraíba,Brazil,477089,9632,11873.417639611687,2022-01-22,2243.0,1273.0,10.266129032258064,Aumentando,4.0,3.0,1.5,Aumentando
Paraíba,Brazil,479096,9635,11923.366284838685,2022-01-23,2007.0,1551.0,9.69375,Aumentando,3.0,3.0,3.0,Aumentando
Paraíba,Brazil,479952,9640,11944.669742892644,2022-01-24,856.0,1615.0,7.839805825242719,Aumentando,5.0,4.0,2.0,Aumentando
Paraíba,Brazil,480736,9645,11964.181321297212,2022-01-25,784.0,1676.0,8.019138755980862,Aumentando,5.0,4.0,2.0,Aumentando
Paraíba,Brazil,483908,9647,12043.123574740172,2022-01-26,3172.0,1858.0,10.739884393063583,Aumentando,2.0,4.0,2.0,Aumentando
Paraíba,Brazil,487074,9672,12121.916504879016,2022-01-27,3166.0,2032.0,7.639097744360902,Aumentando,25.0,7.0,3.5,Aumentando
Paraíba,Brazil,490428,9686,12205.388231880175,2022-01-28,3354.0,2226.0,7.157556270096463,Aumentando,14.0,9.0,4.5,Aumentando
Paraíba,Brazil,494098,9695,12296.724319564812,2022-01-29,3670.0,2430.0,6.059850374064838,Aumentando,9.0,9.0,4.5,Aumentando
Paraíba,Brazil,497653,9702,12385.19837725388,2022-01-30,3555.0,2651.0,7.243169398907104,Aumentando,7.0,10.0,5.0,Aumentando
Paraíba,Brazil,498923,9716,12416.805143291887,2022-01-31,1270.0,2711.0,7.229333333333333,Aumentando,14.0,11.0,5.5,Aumentando
Paraíba,Brazil,499327,9723,12426.859579102404,2022-02-01,404.0,2656.0,6.369304556354916,Aumentando,7.0,12.0,6.0,Aumentando
Paraíba,Brazil,504194,9738,12547.985665958293,2022-02-02,4867.0,2898.0,4.206095791001451,Aumentando,15.0,13.0,6.5,Aumentando
Paraíba,Brazil,504216,9755,12548.533184740054,2022-02-03,22.0,2449.0,2.8947990543735225,Aumentando,17.0,12.0,6.0,Aumentando
Paraíba,Brazil,512790,9770,12761.916186322633,2022-02-04,8574.0,3195.0,3.0198487712665405,Aumentando,15.0,12.0,6.0,Aumentando
Paraíba,Brazil,516970,9791,12865.944754857175,2022-02-05,4180.0,3268.0,2.5671641791044775,Aumentando,21.0,14.0,4.666666666666667,Aumentando
