estado,pais,casos,mortes,taxa_de_infeccao,Data,casos_em_24h,casos_media_7d,casos_media_movel,tendencia_de_casos,mortes_em_24h,mortes_media_7d,mortes_media_movel,tendencia_de_mortes
Acre,Brazil,41689,796,4726.992352044085,2021-01-01,,,,N/A,,,,N/A
Acre,Brazil,41941,798,4755.565886374846,2021-01-02,252.0,,,N/A,2.0,,,N/A
Acre,Brazil,42046,802,4767.47152567933,2021-01-03,105.0,,,N/A,4.0,,,N/A
Acre,Brazil,42117,806,4775.522005589981,2021-01-04,71.0,,,N/A,4.0,,,N/A
Acre,Brazil,42170,808,4781.53151876272,2021-01-05,53.0,,,N/A,2.0,,,N/A
Acre,Brazil,42378,814,4805.116023289698,2021-01-06,208.0,,,N/A,6.0,,,N/A
Acre,Brazil,42478,821,4816.454727389207,2021-01-07,100.0,,,N/A,7.0,,,N/A
Acre,Brazil,42814,823,4854.552773163555,2021-01-08,336.0,161.0,,N/A,2.0,4.0,,N/A
Acre,Brazil,42908,823,4865.211155017093,2021-01-09,94.0,139.0,,N/A,0.0,4.0,,N/A
Acre,Brazil,43127,825,4890.042916995017,2021-01-10,219.0,155.0,,N/A,2.0,4.0,,N/A
Acre,Brazil,43346,826,4914.87467897294,2021-01-11,219.0,176.0,,N/A,1.0,3.0,,N/A
Acre,Brazil,43432,827,4924.6259644985175,2021-01-12,86.0,181.0,,N/A,1.0,3.0,,N/A
Acre,Brazil,43785,829,4964.651589969782,2021-01-13,353.0,201.0,,N/A,2.0,3.0,,N/A
Acre,Brazil,44068,832,4996.740122571391,2021-01-14,283.0,228.0,,N/A,3.0,2.0,,N/A
Acre,Brazil,44156,835,5006.718182178959,2021-01-15,88.0,192.0,,N/A,3.0,2.0,,N/A
Acre,Brazil,44621,835,5059.443156241673,2021-01-16,465.0,245.0,,N/A,0.0,2.0,,N/A
Acre,Brazil,44767,836,5075.997664226956,2021-01-17,146.0,235.0,,N/A,1.0,2.0,,N/A
Acre,Brazil,44775,837,5076.904760554916,2021-01-18,8.0,205.0,,N/A,1.0,2.0,,N/A
Acre,Brazil,45208,839,5126.001349305788,2021-01-19,433.0,254.0,,N/A,2.0,2.0,,N/A
Acre,Brazil,45429,840,5151.059885365701,2021-01-20,221.0,235.0,,N/A,1.0,2.0,,N/A
Acre,Brazil,45729,844,5185.075997664227,2021-01-21,300.0,238.0,,N/A,4.0,2.0,,N/A
Acre,Brazil,45987,846,5214.329854240958,2021-01-22,258.0,262.0,1.6273291925465838,Aumentando,2.0,2.0,0.5,Abaixando
Acre,Brazil,46239,848,5242.90338857172,2021-01-23,252.0,232.0,1.669064748201439,Aumentando,2.0,2.0,0.5,Abaixando
Acre,Brazil,46429,850,5264.446926360786,2021-01-24,190.0,238.0,1.5354838709677419,Aumentando,2.0,2.0,0.5,Abaixando
Acre,Brazil,46539,854,5276.919500870245,2021-01-25,110.0,252.0,1.4318181818181819,Aumentando,4.0,3.0,1.0,Estabilizado
Acre,Brazil,46774,856,5303.56545550409,2021-01-26,235.0,224.0,1.2375690607734806,Aumentando,2.0,3.0,1.0,Estabilizado
Acre,Brazil,47119,858,5342.683984647395,2021-01-27,345.0,242.0,1.2039800995024876,Aumentando,2.0,3.0,1.0,Estabilizado
Acre,Brazil,47461,860,5381.462352667713,2021-01-28,342.0,248.0,1.087719298245614,Estabilizado,2.0,3.0,1.5,Aumentando
Acre,Brazil,47936,861,5435.321197140379,2021-01-29,475.0,279.0,1.453125,Aumentando,1.0,3.0,1.5,Aumentando
Acre,Brazil,48347,864,5481.923270989359,2021-01-30,411.0,302.0,1.2326530612244897,Aumentando,3.0,3.0,1.5,Aumentando
Acre,Brazil,48467,867,5495.529715908769,2021-01-31,120.0,292.0,1.2425531914893617,Aumentando,3.0,3.0,1.5,Aumentando
Acre,Brazil,48820,873,5535.5553413800335,2021-02-01,353.0,326.0,1.5902439024390245,Aumentando,6.0,3.0,1.5,Aumentando
Acre,Brazil,49049,876,5561.520973767908,2021-02-02,229.0,325.0,1.279527559055118,Aumentando,3.0,3.0,1.5,Aumentando
Acre,Brazil,49547,879,5617.987720183461,2021-02-03,498.0,347.0,1.476595744680851,Aumentando,3.0,3.0,1.5,Aumentando
Acre,Brazil,49944,882,5663.002375458509,2021-02-04,397.0,355.0,1.4915966386554622,Aumentando,3.0,4.0,2.0,Aumentando
Acre,Brazil,50122,884,5683.185268755634,2021-02-05,178.0,313.0,1.1946564885496183,Aumentando,2.0,4.0,2.0,Aumentando
Acre,Brazil,50454,886,5683.185268755634,2021-02-06,332.0,301.0,1.2974137931034482,Aumentando,2.0,4.0,2.0,Aumentando
Acre,Brazil,50546,888,5731.26137413755,2021-02-07,92.0,297.0,1.2478991596638656,Aumentando,2.0,3.0,1.5,Aumentando
Acre,Brazil,50694,893,5731.26137413755,2021-02-08,148.0,268.0,1.0634920634920635,Estabilizado,5.0,3.0,1.0,Estabilizado
Acre,Brazil,51269,900,5813.240204776996,2021-02-09,575.0,318.0,1.4196428571428572,Aumentando,7.0,4.0,1.3333333333333333,Aumentando
Acre,Brazil,51679,902,5859.72889158498,2021-02-10,410.0,305.0,1.2603305785123966,Aumentando,2.0,4.0,1.3333333333333333,Aumentando
Acre,Brazil,52172,907,5915.628702795558,2021-02-11,493.0,319.0,1.2862903225806452,Aumentando,5.0,4.0,1.3333333333333333,Aumentando
Acre,Brazil,52548,910,5958.26223020971,2021-02-12,376.0,347.0,1.2437275985663083,Aumentando,3.0,4.0,1.3333333333333333,Aumentando
Acre,Brazil,52920,917,6000.442209459881,2021-02-13,372.0,353.0,1.1688741721854305,Aumentando,7.0,5.0,1.6666666666666667,Aumentando
Acre,Brazil,53027,921,6012.574622846355,2021-02-14,107.0,355.0,1.2157534246575343,Aumentando,4.0,5.0,1.6666666666666667,Aumentando
Acre,Brazil,53455,931,6061.104276392251,2021-02-15,428.0,395.0,1.2116564417177915,Aumentando,10.0,6.0,2.0,Aumentando
Acre,Brazil,53590,932,6076.411526926588,2021-02-16,135.0,332.0,1.0215384615384615,Estabilizado,1.0,5.0,1.6666666666666667,Aumentando
Acre,Brazil,53892,940,6110.654413307103,2021-02-17,302.0,317.0,0.9135446685878963,Estabilizado,8.0,6.0,2.0,Aumentando
Acre,Brazil,54130,948,6137.640529063933,2021-02-18,238.0,280.0,0.7887323943661971,Estabilizado,8.0,6.0,1.5,Aumentando
Acre,Brazil,54562,951,6186.62373077381,2021-02-19,432.0,288.0,0.9201277955271565,Estabilizado,3.0,6.0,1.5,Aumentando
Acre,Brazil,54743,957,6207.146785193921,2021-02-20,181.0,261.0,0.867109634551495,Estabilizado,6.0,6.0,1.5,Aumentando
Acre,Brazil,54786,963,6212.022427956709,2021-02-21,43.0,252.0,0.8484848484848485,Estabilizado,6.0,6.0,2.0,Aumentando
Acre,Brazil,54969,968,6232.772256458809,2021-02-22,183.0,217.0,0.8097014925373134,Estabilizado,5.0,6.0,2.0,Aumentando
Acre,Brazil,55591,974,6303.298995957752,2021-02-23,622.0,286.0,0.89937106918239,Estabilizado,6.0,6.0,1.5,Aumentando
Acre,Brazil,55881,975,6336.181237846326,2021-02-24,290.0,285.0,0.9344262295081968,Estabilizado,1.0,5.0,1.25,Aumentando
Acre,Brazil,56257,982,6378.814765260478,2021-02-25,376.0,304.0,0.9529780564263323,Estabilizado,7.0,5.0,1.25,Aumentando
Acre,Brazil,56731,986,6432.560222692148,2021-02-26,474.0,310.0,0.8933717579250721,Estabilizado,4.0,5.0,1.25,Aumentando
Acre,Brazil,57337,996,6501.27276953517,2021-02-27,606.0,371.0,1.0509915014164306,Estabilizado,10.0,6.0,1.2,Aumentando
Acre,Brazil,57534,998,6523.610016611202,2021-02-28,197.0,393.0,1.1070422535211268,Estabilizado,2.0,5.0,1.0,Estabilizado
Acre,Brazil,57894,1012,6564.429351369432,2021-03-01,360.0,418.0,1.058227848101266,Estabilizado,14.0,7.0,1.1666666666666667,Aumentando
Acre,Brazil,58081,1020,6585.632728035513,2021-03-02,187.0,356.0,1.072289156626506,Estabilizado,8.0,7.0,1.4,Aumentando
Acre,Brazil,58506,1030,6633.822220458424,2021-03-03,425.0,375.0,1.1829652996845426,Aumentando,10.0,8.0,1.3333333333333333,Aumentando
Acre,Brazil,58884,1037,6676.682521954566,2021-03-04,378.0,376.0,1.3428571428571427,Aumentando,7.0,8.0,1.3333333333333333,Aumentando
Acre,Brazil,59500,1047,6746.528939207538,2021-03-05,616.0,396.0,1.375,Aumentando,10.0,9.0,1.5,Aumentando
Acre,Brazil,60070,1054,6811.046165533741,2021-03-06,570.0,391.0,1.4980842911877394,Aumentando,7.0,9.0,1.5,Aumentando
Acre,Brazil,60288,1063,6835.877927511665,2021-03-07,218.0,394.0,1.5634920634920635,Aumentando,9.0,10.0,1.6666666666666667,Aumentando
Acre,Brazil,60656,1066,6877.604358597856,2021-03-08,368.0,395.0,1.8202764976958525,Aumentando,3.0,8.0,1.3333333333333333,Aumentando
Acre,Brazil,60721,1071,6884.974516262537,2021-03-09,65.0,378.0,1.3216783216783217,Aumentando,5.0,8.0,1.3333333333333333,Aumentando
Acre,Brazil,61121,1083,6930.32933266057,2021-03-10,400.0,374.0,1.312280701754386,Aumentando,12.0,8.0,1.6,Aumentando
Acre,Brazil,61394,1094,6961.283994852229,2021-03-11,273.0,359.0,1.180921052631579,Aumentando,11.0,9.0,1.8,Aumentando
Acre,Brazil,61709,1106,6997.00091276568,2021-03-12,315.0,316.0,1.0193548387096774,Estabilizado,12.0,9.0,1.8,Aumentando
Acre,Brazil,62332,1117,7067.641039305618,2021-03-13,623.0,324.0,0.8733153638814016,Estabilizado,11.0,9.0,1.5,Aumentando
Acre,Brazil,62620,1122,7100.296507112203,2021-03-14,288.0,334.0,0.8498727735368957,Estabilizado,5.0,9.0,1.8,Aumentando
Acre,Brazil,62940,1129,7136.58036023063,2021-03-15,320.0,327.0,0.7822966507177034,Estabilizado,7.0,9.0,1.2857142857142858,Aumentando
Acre,Brazil,63378,1140,7186.243884186476,2021-03-16,438.0,380.0,1.0674157303370786,Estabilizado,11.0,10.0,1.4285714285714286,Aumentando
Acre,Brazil,63721,1144,7225.13563924779,2021-03-17,343.0,372.0,0.992,Estabilizado,4.0,9.0,1.125,Estabilizado
Acre,Brazil,64234,1156,7283.303191278269,2021-03-18,513.0,406.0,1.0797872340425532,Estabilizado,12.0,9.0,1.125,Estabilizado
Acre,Brazil,64878,1168,7356.324445679103,2021-03-19,644.0,453.0,1.143939393939394,Estabilizado,12.0,9.0,1.0,Estabilizado
Acre,Brazil,65275,1176,7401.339100954152,2021-03-20,397.0,421.0,1.0767263427109974,Estabilizado,8.0,9.0,1.0,Estabilizado
Acre,Brazil,65446,1181,7420.728284964312,2021-03-21,171.0,404.0,1.0253807106598984,Estabilizado,5.0,9.0,0.9,Estabilizado
Acre,Brazil,65959,1190,7478.895836994789,2021-03-22,513.0,432.0,1.0936708860759494,Estabilizado,9.0,9.0,1.125,Estabilizado
Acre,Brazil,66290,1201,7516.426947564163,2021-03-23,331.0,416.0,1.1005291005291005,Estabilizado,11.0,9.0,1.125,Estabilizado
Acre,Brazil,66744,1210,7567.904664175931,2021-03-24,454.0,432.0,1.1550802139037433,Aumentando,9.0,10.0,1.25,Aumentando
Acre,Brazil,67292,1217,7630.040762641238,2021-03-25,548.0,437.0,1.2172701949860725,Aumentando,7.0,9.0,1.0,Estabilizado
Acre,Brazil,67777,1224,7685.033477523853,2021-03-26,485.0,415.0,1.3132911392405062,Aumentando,7.0,8.0,0.8888888888888888,Estabilizado
Acre,Brazil,68575,1229,7775.516336237932,2021-03-27,798.0,472.0,1.4567901234567902,Aumentando,5.0,8.0,0.8888888888888888,Estabilizado
Acre,Brazil,68742,1234,7794.451972084111,2021-03-28,167.0,471.0,1.410179640718563,Aumentando,5.0,8.0,0.8888888888888888,Estabilizado
Acre,Brazil,68905,1240,7812.934059766309,2021-03-29,163.0,421.0,1.2874617737003058,Aumentando,6.0,8.0,0.8888888888888888,Estabilizado
Acre,Brazil,69103,1253,7835.384693883336,2021-03-30,198.0,402.0,1.0578947368421052,Estabilizado,13.0,8.0,0.8,Estabilizado
Acre,Brazil,69657,1262,7898.201114594613,2021-03-31,554.0,417.0,1.1209677419354838,Estabilizado,9.0,8.0,0.8888888888888888,Estabilizado
Acre,Brazil,69988,1269,7935.732225163986,2021-04-01,331.0,386.0,0.9507389162561576,Estabilizado,7.0,8.0,0.8888888888888888,Estabilizado
Acre,Brazil,70851,1280,8033.585241542744,2021-04-02,863.0,440.0,0.9713024282560706,Estabilizado,11.0,8.0,0.8888888888888888,Estabilizado
Acre,Brazil,71062,1284,8057.509907192707,2021-04-03,211.0,356.0,0.8456057007125891,Estabilizado,4.0,8.0,0.8888888888888888,Estabilizado
Acre,Brazil,71157,1291,8068.28167608724,2021-04-04,95.0,345.0,0.8539603960396039,Estabilizado,7.0,9.0,1.0,Estabilizado
Acre,Brazil,71330,1298,8087.89763417939,2021-04-05,173.0,347.0,0.8032407407407407,Estabilizado,7.0,9.0,1.0,Estabilizado
Acre,Brazil,71420,1306,8098.102467868947,2021-04-06,90.0,331.0,0.7956730769230769,Estabilizado,8.0,8.0,0.8888888888888888,Estabilizado
Acre,Brazil,71880,1318,8150.260506726686,2021-04-07,460.0,318.0,0.7361111111111112,Abaixando,12.0,8.0,0.8,Estabilizado
Acre,Brazil,72403,1325,8209.561929167116,2021-04-08,523.0,345.0,0.7894736842105263,Estabilizado,7.0,8.0,0.8888888888888888,Estabilizado
Acre,Brazil,72897,1334,8265.575127418688,2021-04-09,494.0,293.0,0.7060240963855422,Abaixando,9.0,8.0,1.0,Estabilizado
Acre,Brazil,73275,1339,8308.435428914829,2021-04-10,378.0,317.0,0.6716101694915254,Abaixando,5.0,8.0,1.0,Estabilizado
Acre,Brazil,73425,1343,8325.443485064092,2021-04-11,150.0,324.0,0.6878980891719745,Abaixando,4.0,8.0,1.0,Estabilizado
Acre,Brazil,73613,1353,8346.760248771168,2021-04-12,188.0,327.0,0.7767220902612827,Estabilizado,10.0,8.0,1.0,Estabilizado
Acre,Brazil,74007,1367,8391.434742923231,2021-04-13,394.0,370.0,0.9203980099502488,Estabilizado,14.0,9.0,1.125,Estabilizado
Acre,Brazil,74533,1374,8451.076326486645,2021-04-14,526.0,379.0,0.9088729016786571,Estabilizado,7.0,8.0,1.0,Estabilizado
Acre,Brazil,74664,1383,8465.930028857001,2021-04-15,131.0,323.0,0.8367875647668394,Estabilizado,9.0,9.0,1.125,Estabilizado
Acre,Brazil,75047,1395,8509.35726555812,2021-04-16,383.0,308.0,0.7,Abaixando,12.0,9.0,1.125,Estabilizado
Acre,Brazil,75334,1405,8541.89934632371,2021-04-17,287.0,295.0,0.8286516853932584,Estabilizado,10.0,10.0,1.25,Aumentando
Acre,Brazil,75405,1418,8549.94982623436,2021-04-18,71.0,283.0,0.8202898550724638,Estabilizado,13.0,11.0,1.2222222222222223,Aumentando
Acre,Brazil,75599,1433,8571.946912187406,2021-04-19,194.0,284.0,0.8184438040345822,Estabilizado,15.0,12.0,1.3333333333333333,Aumentando
Acre,Brazil,75640,1445,8576.595780868205,2021-04-20,41.0,234.0,0.7069486404833837,Abaixando,12.0,12.0,1.5,Aumentando
Acre,Brazil,75879,1449,8603.69528366603,2021-04-21,239.0,193.0,0.6069182389937107,Abaixando,4.0,11.0,1.375,Aumentando
Acre,Brazil,76212,1458,8641.453168317394,2021-04-22,333.0,222.0,0.6434782608695652,Abaixando,9.0,11.0,1.375,Aumentando
Acre,Brazil,76376,1465,8660.048643040587,2021-04-23,164.0,190.0,0.6484641638225256,Abaixando,7.0,10.0,1.25,Aumentando
Acre,Brazil,76603,1476,8685.78750134647,2021-04-24,227.0,182.0,0.5741324921135647,Abaixando,11.0,11.0,1.375,Aumentando
Acre,Brazil,76747,1480,8702.115235249763,2021-04-25,144.0,192.0,0.5925925925925926,Abaixando,4.0,9.0,1.125,Estabilizado
Acre,Brazil,76971,1488,8727.513932432663,2021-04-26,224.0,196.0,0.599388379204893,Abaixando,8.0,8.0,1.0,Estabilizado
Acre,Brazil,77146,1500,8747.356664606803,2021-04-27,175.0,216.0,0.5837837837837838,Abaixando,12.0,8.0,0.8888888888888888,Estabilizado
Acre,Brazil,77298,1517,8764.591494838054,2021-04-28,152.0,203.0,0.5356200527704486,Abaixando,17.0,10.0,1.25,Aumentando
Acre,Brazil,77535,1525,8791.46422355389,2021-04-29,237.0,189.0,0.5851393188854489,Abaixando,8.0,10.0,1.1111111111111112,Estabilizado
Acre,Brazil,77803,1529,8821.851950540573,2021-04-30,268.0,204.0,0.6623376623376623,Abaixando,4.0,10.0,1.1111111111111112,Estabilizado
Acre,Brazil,78016,1534,8846.003390272526,2021-05-01,213.0,202.0,0.6847457627118644,Abaixando,5.0,9.0,0.9,Estabilizado
Acre,Brazil,78152,1546,8861.424027847857,2021-05-02,136.0,201.0,0.7102473498233216,Abaixando,12.0,10.0,0.9090909090909091,Estabilizado
Acre,Brazil,78325,1552,8881.039985940008,2021-05-03,173.0,194.0,0.6830985915492958,Abaixando,6.0,10.0,0.8333333333333334,Estabilizado
Acre,Brazil,78440,1555,8894.079495654441,2021-05-04,115.0,185.0,0.7905982905982906,Estabilizado,3.0,8.0,0.6666666666666666,Abaixando
Acre,Brazil,78610,1563,8913.355292623606,2021-05-05,170.0,188.0,0.9740932642487047,Estabilizado,8.0,7.0,0.6363636363636364,Abaixando
Acre,Brazil,78889,1568,8944.990277061235,2021-05-06,279.0,194.0,0.8738738738738738,Estabilizado,5.0,7.0,0.6363636363636364,Abaixando
Acre,Brazil,79100,1575,8968.914942711197,2021-05-07,211.0,186.0,0.9789473684210527,Estabilizado,7.0,7.0,0.7,Abaixando
Acre,Brazil,79276,1585,8988.871061926333,2021-05-08,176.0,180.0,0.989010989010989,Estabilizado,10.0,8.0,0.7272727272727273,Abaixando
Acre,Brazil,79351,1589,8997.375090000964,2021-05-09,75.0,172.0,0.8958333333333334,Estabilizado,4.0,7.0,0.7777777777777778,Estabilizado
Acre,Brazil,79476,1596,9011.54847012535,2021-05-10,125.0,165.0,0.8418367346938775,Estabilizado,7.0,7.0,0.875,Estabilizado
Acre,Brazil,79510,1599,9015.403629519182,2021-05-11,34.0,153.0,0.7083333333333334,Abaixando,3.0,7.0,0.875,Estabilizado
Acre,Brazil,79718,1601,9038.98813404616,2021-05-12,208.0,159.0,0.7832512315270936,Estabilizado,2.0,6.0,0.6,Abaixando
Acre,Brazil,79955,1607,9065.860862761994,2021-05-13,237.0,153.0,0.8095238095238095,Estabilizado,6.0,6.0,0.6,Abaixando
Acre,Brazil,80177,1608,9091.032785862904,2021-05-14,222.0,154.0,0.7549019607843137,Estabilizado,1.0,5.0,0.5,Abaixando
Acre,Brazil,80338,1612,9109.288099463112,2021-05-15,161.0,152.0,0.7524752475247525,Estabilizado,4.0,4.0,0.4444444444444444,Abaixando
Acre,Brazil,80399,1614,9116.204708963813,2021-05-16,61.0,150.0,0.746268656716418,Abaixando,2.0,4.0,0.4,Abaixando
Acre,Brazil,80561,1620,9134.573409605016,2021-05-17,162.0,155.0,0.7989690721649485,Estabilizado,6.0,4.0,0.4,Abaixando
Acre,Brazil,80590,1625,9137.861633793873,2021-05-18,29.0,155.0,0.8378378378378378,Estabilizado,5.0,4.0,0.5,Abaixando
Acre,Brazil,80688,1631,9148.973563811393,2021-05-19,98.0,139.0,0.7393617021276596,Abaixando,6.0,5.0,0.7142857142857143,Abaixando
Acre,Brazil,80797,1632,9161.332751279857,2021-05-20,109.0,121.0,0.6237113402061856,Abaixando,1.0,4.0,0.5714285714285714,Abaixando
Acre,Brazil,81235,1632,9210.996275235704,2021-05-21,438.0,152.0,0.8172043010752689,Estabilizado,0.0,4.0,0.5714285714285714,Abaixando
Acre,Brazil,81348,1633,9223.809010868148,2021-05-22,113.0,145.0,0.8055555555555556,Estabilizado,1.0,3.0,0.375,Abaixando
Acre,Brazil,81413,1635,9231.179168532828,2021-05-23,65.0,145.0,0.8430232558139535,Estabilizado,2.0,3.0,0.42857142857142855,Abaixando
Acre,Brazil,81505,1642,9241.610776304376,2021-05-24,92.0,135.0,0.8181818181818182,Estabilizado,7.0,4.0,0.5714285714285714,Abaixando
Acre,Brazil,81651,1649,9258.165284289658,2021-05-25,146.0,152.0,0.9934640522875817,Estabilizado,7.0,4.0,0.5714285714285714,Abaixando
Acre,Brazil,81850,1652,9280.72930544768,2021-05-26,199.0,166.0,1.0440251572327044,Estabilizado,3.0,3.0,0.5,Abaixando
Acre,Brazil,81980,1652,9295.46962077704,2021-05-27,130.0,169.0,1.1045751633986929,Estabilizado,0.0,3.0,0.5,Abaixando
Acre,Brazil,82149,1655,9314.63203070521,2021-05-28,169.0,131.0,0.8506493506493507,Estabilizado,3.0,4.0,0.8,Estabilizado
Acre,Brazil,82207,1657,9321.208479082925,2021-05-29,58.0,123.0,0.8092105263157895,Estabilizado,2.0,4.0,1.0,Estabilizado
Acre,Brazil,82478,1659,9351.936367192591,2021-05-30,271.0,153.0,1.02,Estabilizado,2.0,4.0,1.0,Estabilizado
Acre,Brazil,82524,1662,9357.152171078367,2021-05-31,46.0,146.0,0.9419354838709677,Estabilizado,3.0,3.0,0.75,Estabilizado
Acre,Brazil,82581,1669,9363.615232415088,2021-06-01,57.0,133.0,0.8580645161290322,Estabilizado,7.0,3.0,0.75,Estabilizado
Acre,Brazil,82753,1676,9383.117803466244,2021-06-02,172.0,129.0,0.9280575539568345,Estabilizado,7.0,4.0,0.8,Estabilizado
Acre,Brazil,82937,1680,9403.981019009338,2021-06-03,184.0,137.0,1.1322314049586777,Estabilizado,4.0,4.0,1.0,Estabilizado
Acre,Brazil,83123,1682,9425.071008634422,2021-06-04,186.0,140.0,0.9210526315789473,Estabilizado,2.0,4.0,1.0,Estabilizado
Acre,Brazil,83240,1686,9438.337292430848,2021-06-05,117.0,148.0,1.0206896551724138,Estabilizado,4.0,5.0,1.6666666666666667,Aumentando
Acre,Brazil,83306,1690,9445.820837136524,2021-06-06,66.0,119.0,0.8206896551724138,Estabilizado,4.0,5.0,1.6666666666666667,Aumentando
Acre,Brazil,83350,1692,9450.809866940308,2021-06-07,44.0,118.0,0.8740740740740741,Estabilizado,2.0,5.0,1.25,Aumentando
Acre,Brazil,83409,1697,9457.499702359017,2021-06-08,59.0,119.0,0.7828947368421053,Estabilizado,5.0,4.0,1.0,Estabilizado
Acre,Brazil,83473,1697,9464.756472982705,2021-06-09,64.0,103.0,0.6204819277108434,Abaixando,0.0,3.0,1.0,Estabilizado
Acre,Brazil,83665,1699,9486.52678485376,2021-06-10,192.0,104.0,0.6153846153846154,Abaixando,2.0,3.0,1.0,Estabilizado
Acre,Brazil,84039,1701,9528.93353818592,2021-06-11,374.0,131.0,1.0,Estabilizado,2.0,3.0,0.75,Estabilizado
Acre,Brazil,84104,1707,9536.303695850602,2021-06-12,65.0,124.0,1.008130081300813,Estabilizado,6.0,3.0,0.75,Estabilizado
Acre,Brazil,84174,1712,9544.240788720255,2021-06-13,70.0,124.0,0.8104575163398693,Estabilizado,5.0,4.0,1.0,Estabilizado
Acre,Brazil,84337,1719,9562.722876402457,2021-06-14,163.0,141.0,0.9657534246575342,Estabilizado,7.0,4.0,1.3333333333333333,Aumentando
Acre,Brazil,84404,1721,9570.319808149126,2021-06-15,67.0,143.0,1.0751879699248121,Estabilizado,2.0,4.0,1.3333333333333333,Aumentando
Acre,Brazil,84450,1723,9575.5356120349,2021-06-16,46.0,140.0,1.0852713178294573,Estabilizado,2.0,4.0,1.0,Estabilizado
Acre,Brazil,84487,1725,9579.730932551718,2021-06-17,37.0,118.0,0.8613138686131386,Estabilizado,2.0,4.0,1.0,Estabilizado
Acre,Brazil,84687,1728,9602.408340750737,2021-06-18,200.0,93.0,0.6642857142857143,Abaixando,3.0,4.0,1.0,Estabilizado
Acre,Brazil,84812,1729,9616.58172087512,2021-06-19,125.0,102.0,0.6891891891891891,Abaixando,1.0,4.0,0.8,Estabilizado
Acre,Brazil,84849,1730,9620.77704139194,2021-06-20,37.0,97.0,0.8151260504201681,Estabilizado,1.0,3.0,0.6,Abaixando
Acre,Brazil,84918,1732,9628.6007472206,2021-06-21,69.0,83.0,0.7033898305084746,Abaixando,2.0,2.0,0.4,Abaixando
Acre,Brazil,84937,1734,9630.755100999506,2021-06-22,19.0,77.0,0.6470588235294118,Abaixando,2.0,2.0,0.5,Abaixando
Acre,Brazil,85043,1734,9642.774127344986,2021-06-23,106.0,85.0,0.8252427184466019,Estabilizado,0.0,2.0,0.6666666666666666,Abaixando
Acre,Brazil,85128,1735,9652.412025829568,2021-06-24,85.0,92.0,0.8846153846153846,Estabilizado,1.0,2.0,0.6666666666666666,Abaixando
Acre,Brazil,85273,1736,9668.853146773856,2021-06-25,145.0,84.0,0.6412213740458015,Abaixando,1.0,2.0,0.6666666666666666,Abaixando
Acre,Brazil,85383,1736,9681.325721283314,2021-06-26,110.0,82.0,0.6612903225806451,Abaixando,0.0,1.0,0.3333333333333333,Abaixando
Acre,Brazil,85463,1736,9690.396684562922,2021-06-27,80.0,88.0,0.7096774193548387,Abaixando,0.0,1.0,0.25,Abaixando
Acre,Brazil,85496,1736,9694.13845691576,2021-06-28,33.0,83.0,0.5886524822695035,Abaixando,0.0,1.0,0.25,Abaixando
Acre,Brazil,85526,1738,9697.540068145612,2021-06-29,30.0,85.0,0.5944055944055944,Abaixando,2.0,1.0,0.25,Abaixando
Acre,Brazil,85556,1738,9700.941679375464,2021-06-30,30.0,74.0,0.5285714285714286,Abaixando,0.0,1.0,0.25,Abaixando
Acre,Brazil,85736,1741,9721.35134675458,2021-07-01,180.0,87.0,0.7372881355932204,Abaixando,3.0,1.0,0.25,Abaixando
Acre,Brazil,85797,1742,9728.26795625528,2021-07-02,61.0,75.0,0.8064516129032258,Estabilizado,1.0,1.0,0.25,Abaixando
Acre,Brazil,85871,1746,9736.658597288915,2021-07-03,74.0,70.0,0.6862745098039216,Abaixando,4.0,2.0,0.5,Abaixando
Acre,Brazil,85897,1752,9739.606660354788,2021-07-04,26.0,62.0,0.6391752577319587,Abaixando,6.0,3.0,1.0,Estabilizado
Acre,Brazil,85983,1757,9749.357945880363,2021-07-05,86.0,70.0,0.8433734939759037,Estabilizado,5.0,3.0,1.5,Aumentando
Acre,Brazil,85997,1760,9750.945364454295,2021-07-06,14.0,68.0,0.8831168831168831,Estabilizado,3.0,4.0,2.0,Aumentando
Acre,Brazil,86120,1761,9764.891970496692,2021-07-07,123.0,81.0,0.9529411764705882,Estabilizado,1.0,4.0,2.0,Aumentando
Acre,Brazil,86296,1761,9784.848089711826,2021-07-08,176.0,80.0,0.8695652173913043,Estabilizado,0.0,3.0,1.5,Aumentando
Acre,Brazil,86400,1764,9796.640341975315,2021-07-09,104.0,87.0,1.0357142857142858,Estabilizado,3.0,4.0,2.0,Aumentando
Acre,Brazil,86454,1766,9802.76324218905,2021-07-10,54.0,84.0,1.024390243902439,Estabilizado,2.0,3.0,3.0,Aumentando
Acre,Brazil,86467,1766,9804.237273721988,2021-07-11,13.0,82.0,0.9318181818181818,Estabilizado,0.0,2.0,2.0,Aumentando
Acre,Brazil,86481,1767,9805.824692295915,2021-07-12,14.0,72.0,0.8674698795180723,Estabilizado,1.0,2.0,2.0,Aumentando
Acre,Brazil,86492,1770,9807.071949746864,2021-07-13,11.0,71.0,0.8352941176470589,Estabilizado,3.0,2.0,2.0,Aumentando
Acre,Brazil,86544,1771,9812.968075878607,2021-07-14,52.0,61.0,0.8243243243243243,Estabilizado,1.0,2.0,2.0,Aumentando
Acre,Brazil,86595,1774,9818.750814969357,2021-07-15,51.0,43.0,0.4942528735632184,Abaixando,3.0,2.0,2.0,Aumentando
